match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,wicket_type,player_dismissed,legal_balls_bowled,legality,bowler_wicket,islegal,isDotforBatter,isOne,isTwo,isThree,isStrikeRotation,isFour,isSix,isBowlerWicket,is_striker_Out,is_nonstriker_Out,isWicket,total_runs,runs_scored,wickets_down,run_rate,last_fow,partnership_runs,isno,is_faced_by_batter,last_fow_run_rate,fours,sixes,striker_batting_position,non_striker_batting_position,runs_conceeded,isDotforbowler,legal_balls_remaining,target,runs_remaining,reqd_run_rate
M011,2025,2025-02-04 00:00:00,MI,1,95,MI,RR,N Pooran,Abhishek Sharma,GJ Maxwell,0,0,0,0,0,0,,,94,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,144,1,9.191489361702128,0.0,144.0,False,1,0.0,12,8,3,2,0,1,,,,
M011,2025,2025-02-04 00:00:00,MI,1,96,MI,RR,N Pooran,Abhishek Sharma,GJ Maxwell,0,0,0,0,0,0,out,N Pooran,95,True,True,1,1,0,0,0,0,0,0,1,1,0,1,0,144,2,9.094736842105265,144.0,0.0,False,1,9.094736842105265,12,8,3,2,0,1,,,,
M011,2025,2025-02-04 00:00:00,MI,1,97,MI,RR,R Parag,Abhishek Sharma,GJ Maxwell,1,0,0,0,0,0,,,96,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,145,2,9.0625,144.0,1.0,False,1,9.094736842105265,12,8,4,2,1,0,,,,
M011,2025,2025-02-04 00:00:00,MI,1,98,MI,RR,R Parag,Abhishek Sharma,TU Deshpande,0,0,0,0,0,0,,,97,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,145,2,8.969072164948454,144.0,1.0,False,1,9.094736842105265,12,8,4,2,0,1,,,,
M011,2025,2025-02-04 00:00:00,MI,1,99,MI,RR,R Parag,Abhishek Sharma,TU Deshpande,0,0,0,0,0,0,,,98,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,145,2,8.877551020408163,144.0,1.0,False,1,9.094736842105265,12,8,4,2,0,1,,,,
M011,2025,2025-02-04 00:00:00,MI,1,100,MI,RR,R Parag,Abhishek Sharma,TU Deshpande,1,0,0,0,0,0,,,99,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,146,2,8.848484848484848,144.0,2.0,False,1,9.094736842105265,12,8,4,2,1,0,,,,
M011,2025,2025-02-04 00:00:00,MI,1,101,MI,RR,Abhishek Sharma,R Parag,TU Deshpande,1,0,0,0,0,0,,,100,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,147,2,8.82,144.0,3.0,False,1,9.094736842105265,12,8,2,4,1,0,,,,
M011,2025,2025-02-04 00:00:00,MI,1,102,MI,RR,R Parag,Abhishek Sharma,TU Deshpande,1,0,0,0,0,0,,,101,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,148,2,8.792079207920793,144.0,4.0,False,1,9.094736842105265,12,8,4,2,1,0,,,,
M011,2025,2025-02-04 00:00:00,MI,1,103,MI,RR,Abhishek Sharma,R Parag,TU Deshpande,2,0,0,0,0,0,,,102,True,False,1,0,0,1,0,1,0,0,0,0,0,0,2,150,2,8.823529411764707,144.0,6.0,False,1,9.094736842105265,12,8,2,4,2,0,,,,
M011,2025,2025-02-04 00:00:00,MI,1,104,MI,RR,R Parag,Abhishek Sharma,JR Hazlewood,1,0,0,0,0,0,,,103,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,151,2,8.79611650485437,144.0,7.0,False,1,9.094736842105265,12,8,4,2,1,0,,,,
M011,2025,2025-02-04 00:00:00,MI,1,105,MI,RR,Abhishek Sharma,R Parag,JR Hazlewood,1,0,0,0,0,0,,,104,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,152,2,8.76923076923077,144.0,8.0,False,1,9.094736842105265,12,8,2,4,1,0,,,,
M011,2025,2025-02-04 00:00:00,MI,1,106,MI,RR,R Parag,Abhishek Sharma,JR Hazlewood,0,1,0,1,0,0,,,104,False,False,0,1,0,0,0,0,0,0,0,0,0,0,1,153,2,8.826923076923077,144.0,9.0,True,1,9.094736842105265,12,8,4,2,1,0,,,,
M011,2025,2025-02-04 00:00:00,MI,1,107,MI,RR,R Parag,Abhishek Sharma,JR Hazlewood,0,0,0,0,0,0,,,105,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,153,2,8.742857142857142,144.0,9.0,False,1,9.094736842105265,12,8,4,2,0,1,,,,
M011,2025,2025-02-04 00:00:00,MI,1,108,MI,RR,R Parag,Abhishek Sharma,JR Hazlewood,1,0,0,0,0,0,,,106,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,154,2,8.716981132075471,144.0,10.0,False,1,9.094736842105265,12,8,4,2,1,0,,,,
M011,2025,2025-02-04 00:00:00,MI,1,109,MI,RR,Abhishek Sharma,R Parag,JR Hazlewood,6,0,0,0,0,0,,,107,True,False,1,0,0,0,0,0,0,1,0,0,0,0,6,160,2,8.97196261682243,144.0,16.0,False,1,9.094736842105265,12,9,2,4,6,0,,,,
M011,2025,2025-02-04 00:00:00,MI,1,110,MI,RR,Abhishek Sharma,R Parag,JR Hazlewood,1,0,0,0,0,0,,,108,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,161,2,8.944444444444445,144.0,17.0,False,1,9.094736842105265,12,9,2,4,1,0,,,,
M011,2025,2025-02-04 00:00:00,MI,1,111,MI,RR,Abhishek Sharma,R Parag,TU Deshpande,4,0,0,0,0,0,,,109,True,False,1,0,0,0,0,0,1,0,0,0,0,0,4,165,2,9.082568807339449,144.0,21.0,False,1,9.094736842105265,13,9,2,4,4,0,,,,
M011,2025,2025-02-04 00:00:00,MI,1,112,MI,RR,Abhishek Sharma,R Parag,TU Deshpande,0,1,0,0,0,1,,,110,True,False,1,1,0,0,0,0,0,0,0,0,0,0,1,166,2,9.054545454545456,144.0,22.0,False,1,9.094736842105265,13,9,2,4,0,1,,,,
M011,2025,2025-02-04 00:00:00,MI,1,113,MI,RR,R Parag,Abhishek Sharma,TU Deshpande,0,0,0,0,0,0,,,111,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,166,2,8.972972972972974,144.0,22.0,False,1,9.094736842105265,13,9,4,2,0,1,,,,
M011,2025,2025-02-04 00:00:00,MI,1,114,MI,RR,R Parag,Abhishek Sharma,TU Deshpande,4,0,0,0,0,0,,,112,True,False,1,0,0,0,0,0,1,0,0,0,0,0,4,170,2,9.107142857142858,144.0,26.0,False,1,9.094736842105265,14,9,4,2,4,0,,,,
M011,2025,2025-02-04 00:00:00,MI,1,115,MI,RR,R Parag,Abhishek Sharma,TU Deshpande,1,0,0,0,0,0,,,113,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,171,2,9.079646017699115,144.0,27.0,False,1,9.094736842105265,14,9,4,2,1,0,,,,
M011,2025,2025-02-04 00:00:00,MI,1,116,MI,RR,Abhishek Sharma,R Parag,TU Deshpande,1,0,0,0,0,0,,,114,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,172,2,9.052631578947368,144.0,28.0,False,1,9.094736842105265,14,9,2,4,1,0,,,,
M011,2025,2025-02-04 00:00:00,MI,1,117,MI,RR,Abhishek Sharma,R Parag,S Dube,1,0,0,0,0,0,,,115,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,173,2,9.02608695652174,144.0,29.0,False,1,9.094736842105265,14,9,2,4,1,0,,,,
M011,2025,2025-02-04 00:00:00,MI,1,118,MI,RR,R Parag,Abhishek Sharma,S Dube,0,0,0,0,0,0,,,116,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,173,2,8.948275862068966,144.0,29.0,False,1,9.094736842105265,14,9,4,2,0,1,,,,
M011,2025,2025-02-04 00:00:00,MI,1,119,MI,RR,R Parag,Abhishek Sharma,S Dube,0,1,0,0,0,1,,,117,True,False,1,1,0,0,0,0,0,0,0,0,0,0,1,174,2,8.923076923076923,144.0,30.0,False,1,9.094736842105265,14,9,4,2,0,1,,,,
M011,2025,2025-02-04 00:00:00,MI,1,120,MI,RR,Abhishek Sharma,R Parag,S Dube,1,0,0,0,0,0,,,118,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,175,2,8.898305084745763,144.0,31.0,False,1,9.094736842105265,14,9,2,4,1,0,,,,
M011,2025,2025-02-04 00:00:00,MI,1,121,MI,RR,R Parag,Abhishek Sharma,S Dube,1,0,0,0,0,0,,,119,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,176,2,8.873949579831933,144.0,32.0,False,1,9.094736842105265,14,9,4,2,1,0,,,,
M011,2025,2025-02-04 00:00:00,MI,1,122,MI,RR,Abhishek Sharma,R Parag,S Dube,4,0,0,0,0,0,,,120,True,False,1,0,0,0,0,0,1,0,0,0,0,0,4,180,2,9.0,144.0,36.0,False,1,9.094736842105265,15,9,2,4,4,0,,,,
M011,2025,2025-02-04 00:00:00,MI,2,1,RR,MI,YBK Jaiswal,KK Nair,J Anderson,4,0,0,0,0,0,,,1,True,False,1,0,0,0,0,0,1,0,0,0,0,0,4,4,0,24.0,0.0,4.0,False,1,,1,0,1,2,4,0,119.0,181.0,177.0,8.92436974789916
M011,2025,2025-02-04 00:00:00,MI,2,2,RR,MI,YBK Jaiswal,KK Nair,J Anderson,0,0,0,0,0,0,,,2,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,12.0,0.0,4.0,False,1,,1,0,1,2,0,1,118.0,181.0,177.0,9.0
M011,2025,2025-02-04 00:00:00,MI,2,3,RR,MI,YBK Jaiswal,KK Nair,J Anderson,4,0,0,0,0,0,,,3,True,False,1,0,0,0,0,0,1,0,0,0,0,0,4,8,0,16.0,0.0,8.0,False,1,,2,0,1,2,4,0,117.0,181.0,173.0,8.871794871794872
M011,2025,2025-02-04 00:00:00,MI,2,4,RR,MI,YBK Jaiswal,KK Nair,J Anderson,1,0,0,0,0,0,,,4,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,9,0,13.5,0.0,9.0,False,1,,2,0,1,2,1,0,116.0,181.0,172.0,8.89655172413793
M011,2025,2025-02-04 00:00:00,MI,2,5,RR,MI,KK Nair,YBK Jaiswal,J Anderson,0,0,0,0,0,0,,,5,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,9,0,10.8,0.0,9.0,False,1,,2,0,2,1,0,1,115.0,181.0,172.0,8.97391304347826
M011,2025,2025-02-04 00:00:00,MI,2,6,RR,MI,KK Nair,YBK Jaiswal,J Anderson,6,0,0,0,0,0,,,6,True,False,1,0,0,0,0,0,0,1,0,0,0,0,6,15,0,15.0,0.0,15.0,False,1,,2,1,2,1,6,0,114.0,181.0,166.0,8.736842105263158
M011,2025,2025-02-04 00:00:00,MI,2,7,RR,MI,YBK Jaiswal,KK Nair,Mohammed Siraj,4,0,0,0,0,0,,,7,True,False,1,0,0,0,0,0,1,0,0,0,0,0,4,19,0,16.285714285714285,0.0,19.0,False,1,,3,1,1,2,4,0,113.0,181.0,162.0,8.601769911504425
M011,2025,2025-02-04 00:00:00,MI,2,8,RR,MI,YBK Jaiswal,KK Nair,Mohammed Siraj,1,0,0,0,0,0,,,8,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,20,0,15.0,0.0,20.0,False,1,,3,1,1,2,1,0,112.0,181.0,161.0,8.625
M011,2025,2025-02-04 00:00:00,MI,2,9,RR,MI,KK Nair,YBK Jaiswal,Mohammed Siraj,4,0,0,0,0,0,,,9,True,False,1,0,0,0,0,0,1,0,0,0,0,0,4,24,0,16.0,0.0,24.0,False,1,,4,1,2,1,4,0,111.0,181.0,157.0,8.486486486486486
M011,2025,2025-02-04 00:00:00,MI,2,10,RR,MI,KK Nair,YBK Jaiswal,Mohammed Siraj,1,0,0,0,0,0,,,10,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,25,0,15.0,0.0,25.0,False,1,,4,1,2,1,1,0,110.0,181.0,156.0,8.50909090909091
M011,2025,2025-02-04 00:00:00,MI,2,11,RR,MI,YBK Jaiswal,KK Nair,Mohammed Siraj,4,0,0,0,0,0,,,11,True,False,1,0,0,0,0,0,1,0,0,0,0,0,4,29,0,15.818181818181818,0.0,29.0,False,1,,5,1,1,2,4,0,109.0,181.0,152.0,8.36697247706422
M011,2025,2025-02-04 00:00:00,MI,2,12,RR,MI,YBK Jaiswal,KK Nair,Mohammed Siraj,1,0,0,0,0,0,,,12,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,30,0,15.0,0.0,30.0,False,1,,5,1,1,2,1,0,108.0,181.0,151.0,8.38888888888889
M011,2025,2025-02-04 00:00:00,MI,2,13,RR,MI,YBK Jaiswal,KK Nair,PJ Cummins,1,0,0,0,0,0,,,13,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,31,0,14.307692307692308,0.0,31.0,False,1,,5,1,1,2,1,0,107.0,181.0,150.0,8.411214953271028
M011,2025,2025-02-04 00:00:00,MI,2,14,RR,MI,KK Nair,YBK Jaiswal,PJ Cummins,4,0,0,0,0,0,,,14,True,False,1,0,0,0,0,0,1,0,0,0,0,0,4,35,0,15.0,0.0,35.0,False,1,,6,1,2,1,4,0,106.0,181.0,146.0,8.264150943396226
M011,2025,2025-02-04 00:00:00,MI,2,15,RR,MI,KK Nair,YBK Jaiswal,PJ Cummins,0,0,0,0,0,0,,,15,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,35,0,14.0,0.0,35.0,False,1,,6,1,2,1,0,1,105.0,181.0,146.0,8.342857142857143
M011,2025,2025-02-04 00:00:00,MI,2,16,RR,MI,KK Nair,YBK Jaiswal,PJ Cummins,0,0,0,0,0,0,,,16,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,35,0,13.125,0.0,35.0,False,1,,6,1,2,1,0,1,104.0,181.0,146.0,8.423076923076923
M011,2025,2025-02-04 00:00:00,MI,2,17,RR,MI,KK Nair,YBK Jaiswal,PJ Cummins,0,0,0,0,0,0,,,17,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,35,0,12.352941176470589,0.0,35.0,False,1,,6,1,2,1,0,1,103.0,181.0,146.0,8.504854368932039
M011,2025,2025-02-04 00:00:00,MI,2,18,RR,MI,KK Nair,YBK Jaiswal,PJ Cummins,0,0,0,0,0,0,,,18,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,35,0,11.666666666666666,0.0,35.0,False,1,,6,1,2,1,0,1,102.0,181.0,146.0,8.588235294117647
M011,2025,2025-02-04 00:00:00,MI,2,19,RR,MI,YBK Jaiswal,KK Nair,M Theekshana,1,0,0,0,0,0,,,19,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,36,0,11.36842105263158,0.0,36.0,False,1,,6,1,1,2,1,0,101.0,181.0,145.0,8.613861386138614
M011,2025,2025-02-04 00:00:00,MI,2,20,RR,MI,KK Nair,YBK Jaiswal,M Theekshana,0,0,0,0,0,0,out,KK Nair,20,True,True,1,1,0,0,0,0,0,0,1,1,0,1,0,36,1,10.8,36.0,0.0,False,1,10.8,6,1,2,1,0,1,100.0,181.0,145.0,8.7
M011,2025,2025-02-04 00:00:00,MI,2,21,RR,MI,RA Tripathi,YBK Jaiswal,M Theekshana,4,0,0,0,0,0,,,21,True,False,1,0,0,0,0,0,1,0,0,0,0,0,4,40,1,11.428571428571429,36.0,4.0,False,1,10.8,7,1,3,1,4,0,99.0,181.0,141.0,8.545454545454545
M011,2025,2025-02-04 00:00:00,MI,2,22,RR,MI,RA Tripathi,YBK Jaiswal,M Theekshana,0,0,0,0,0,0,,,22,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,40,1,10.909090909090908,36.0,4.0,False,1,10.8,7,1,3,1,0,1,98.0,181.0,141.0,8.63265306122449
M011,2025,2025-02-04 00:00:00,MI,2,23,RR,MI,RA Tripathi,YBK Jaiswal,M Theekshana,1,0,0,0,0,0,,,23,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,41,1,10.695652173913045,36.0,5.0,False,1,10.8,7,1,3,1,1,0,97.0,181.0,140.0,8.65979381443299
M011,2025,2025-02-04 00:00:00,MI,2,24,RR,MI,YBK Jaiswal,RA Tripathi,M Theekshana,4,0,0,0,0,0,,,24,True,False,1,0,0,0,0,0,1,0,0,0,0,0,4,45,1,11.25,36.0,9.0,False,1,10.8,8,1,1,3,4,0,96.0,181.0,136.0,8.5
M011,2025,2025-02-04 00:00:00,MI,2,25,RR,MI,RA Tripathi,YBK Jaiswal,PJ Cummins,0,0,0,0,0,0,,,25,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,45,1,10.8,36.0,9.0,False,1,10.8,8,1,3,1,0,1,95.0,181.0,136.0,8.589473684210526
M011,2025,2025-02-04 00:00:00,MI,2,26,RR,MI,RA Tripathi,YBK Jaiswal,PJ Cummins,0,0,0,0,0,0,out,RA Tripathi,26,True,True,1,1,0,0,0,0,0,0,1,1,0,1,0,45,2,10.384615384615383,45.0,0.0,False,1,10.384615384615383,8,1,3,1,0,1,94.0,181.0,136.0,8.680851063829786
M011,2025,2025-02-04 00:00:00,MI,2,27,RR,MI,S Dube,YBK Jaiswal,PJ Cummins,4,0,0,0,0,0,,,27,True,False,1,0,0,0,0,0,1,0,0,0,0,0,4,49,2,10.88888888888889,45.0,4.0,False,1,10.384615384615383,9,1,4,1,4,0,93.0,181.0,132.0,8.516129032258064
M011,2025,2025-02-04 00:00:00,MI,2,28,RR,MI,S Dube,YBK Jaiswal,PJ Cummins,0,0,0,0,0,0,,,28,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,49,2,10.5,45.0,4.0,False,1,10.384615384615383,9,1,4,1,0,1,92.0,181.0,132.0,8.608695652173912
M011,2025,2025-02-04 00:00:00,MI,2,29,RR,MI,S Dube,YBK Jaiswal,PJ Cummins,0,0,0,0,0,0,,,29,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,49,2,10.137931034482758,45.0,4.0,False,1,10.384615384615383,9,1,4,1,0,1,91.0,181.0,132.0,8.703296703296703
M011,2025,2025-02-04 00:00:00,MI,2,30,RR,MI,S Dube,YBK Jaiswal,PJ Cummins,0,0,0,0,0,0,,,30,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,49,2,9.8,45.0,4.0,False,1,10.384615384615383,9,1,4,1,0,1,90.0,181.0,132.0,8.8
M011,2025,2025-02-04 00:00:00,MI,2,31,RR,MI,YBK Jaiswal,S Dube,J Anderson,4,0,0,0,0,0,,,31,True,False,1,0,0,0,0,0,1,0,0,0,0,0,4,53,2,10.258064516129032,45.0,8.0,False,1,10.384615384615383,10,1,1,4,4,0,89.0,181.0,128.0,8.629213483146067
M011,2025,2025-02-04 00:00:00,MI,2,32,RR,MI,YBK Jaiswal,S Dube,J Anderson,0,0,0,0,0,0,,,32,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,53,2,9.9375,45.0,8.0,False,1,10.384615384615383,10,1,1,4,0,1,88.0,181.0,128.0,8.727272727272727
M011,2025,2025-02-04 00:00:00,MI,2,33,RR,MI,YBK Jaiswal,S Dube,J Anderson,6,0,0,0,0,0,,,33,True,False,1,0,0,0,0,0,0,1,0,0,0,0,6,59,2,10.727272727272728,45.0,14.0,False,1,10.384615384615383,10,2,1,4,6,0,87.0,181.0,122.0,8.413793103448276
M011,2025,2025-02-04 00:00:00,MI,2,34,RR,MI,YBK Jaiswal,S Dube,J Anderson,4,0,0,0,0,0,,,34,True,False,1,0,0,0,0,0,1,0,0,0,0,0,4,63,2,11.117647058823527,45.0,18.0,False,1,10.384615384615383,11,2,1,4,4,0,86.0,181.0,118.0,8.232558139534884
M011,2025,2025-02-04 00:00:00,MI,2,35,RR,MI,YBK Jaiswal,S Dube,J Anderson,1,0,0,0,0,0,,,35,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,64,2,10.971428571428572,45.0,19.0,False,1,10.384615384615383,11,2,1,4,1,0,85.0,181.0,117.0,8.258823529411766
M011,2025,2025-02-04 00:00:00,MI,2,36,RR,MI,S Dube,YBK Jaiswal,J Anderson,6,0,0,0,0,0,,,36,True,False,1,0,0,0,0,0,0,1,0,0,0,0,6,70,2,11.666666666666666,45.0,25.0,False,1,10.384615384615383,11,3,4,1,6,0,84.0,181.0,111.0,7.928571428571429
M011,2025,2025-02-04 00:00:00,MI,2,37,RR,MI,YBK Jaiswal,S Dube,M Theekshana,0,0,0,0,0,0,out,YBK Jaiswal,37,True,True,1,1,0,0,0,0,0,0,1,1,0,1,0,70,3,11.35135135135135,70.0,0.0,False,1,11.35135135135135,11,3,1,4,0,1,83.0,181.0,111.0,8.024096385542169
M011,2025,2025-02-04 00:00:00,MI,2,38,RR,MI,GJ Maxwell,S Dube,M Theekshana,4,0,0,0,0,0,,,38,True,False,1,0,0,0,0,0,1,0,0,0,0,0,4,74,3,11.68421052631579,70.0,4.0,False,1,11.35135135135135,12,3,5,4,4,0,82.0,181.0,107.0,7.829268292682927
M011,2025,2025-02-04 00:00:00,MI,2,39,RR,MI,GJ Maxwell,S Dube,M Theekshana,4,0,0,0,0,0,,,39,True,False,1,0,0,0,0,0,1,0,0,0,0,0,4,78,3,12.0,70.0,8.0,False,1,11.35135135135135,13,3,5,4,4,0,81.0,181.0,103.0,7.62962962962963
M011,2025,2025-02-04 00:00:00,MI,2,40,RR,MI,GJ Maxwell,S Dube,M Theekshana,4,0,0,0,0,0,,,40,True,False,1,0,0,0,0,0,1,0,0,0,0,0,4,82,3,12.3,70.0,12.0,False,1,11.35135135135135,14,3,5,4,4,0,80.0,181.0,99.0,7.425
M011,2025,2025-02-04 00:00:00,MI,2,41,RR,MI,GJ Maxwell,S Dube,M Theekshana,1,0,0,0,0,0,,,41,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,83,3,12.146341463414634,70.0,13.0,False,1,11.35135135135135,14,3,5,4,1,0,79.0,181.0,98.0,7.443037974683544
M011,2025,2025-02-04 00:00:00,MI,2,42,RR,MI,S Dube,GJ Maxwell,M Theekshana,1,0,0,0,0,0,,,42,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,84,3,12.0,70.0,14.0,False,1,11.35135135135135,14,3,4,5,1,0,78.0,181.0,97.0,7.461538461538462
M011,2025,2025-02-04 00:00:00,MI,2,43,RR,MI,S Dube,GJ Maxwell,PJ Cummins,0,0,0,0,0,0,,,43,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,84,3,11.72093023255814,70.0,14.0,False,1,11.35135135135135,14,3,4,5,0,1,77.0,181.0,97.0,7.558441558441558
M011,2025,2025-02-04 00:00:00,MI,2,44,RR,MI,S Dube,GJ Maxwell,PJ Cummins,1,0,0,0,0,0,,,44,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,85,3,11.590909090909092,70.0,15.0,False,1,11.35135135135135,14,3,4,5,1,0,76.0,181.0,96.0,7.578947368421052
M011,2025,2025-02-04 00:00:00,MI,2,45,RR,MI,GJ Maxwell,S Dube,PJ Cummins,1,0,0,0,0,0,,,45,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,86,3,11.466666666666669,70.0,16.0,False,1,11.35135135135135,14,3,5,4,1,0,75.0,181.0,95.0,7.6
M011,2025,2025-02-04 00:00:00,MI,2,46,RR,MI,S Dube,GJ Maxwell,PJ Cummins,0,1,0,0,0,1,,,46,True,False,1,1,0,0,0,0,0,0,0,0,0,0,1,87,3,11.347826086956522,70.0,17.0,False,1,11.35135135135135,14,3,4,5,0,1,74.0,181.0,94.0,7.621621621621622
M011,2025,2025-02-04 00:00:00,MI,2,47,RR,MI,S Dube,GJ Maxwell,PJ Cummins,0,0,0,0,0,0,,,47,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,87,3,11.106382978723405,70.0,17.0,False,1,11.35135135135135,14,3,4,5,0,1,73.0,181.0,94.0,7.726027397260274
M011,2025,2025-02-04 00:00:00,MI,2,48,RR,MI,S Dube,GJ Maxwell,PJ Cummins,0,0,0,0,0,0,,,48,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,87,3,10.875,70.0,17.0,False,1,11.35135135135135,14,3,4,5,0,1,72.0,181.0,94.0,7.833333333333333
M011,2025,2025-02-04 00:00:00,MI,2,49,RR,MI,GJ Maxwell,S Dube,J Anderson,1,0,0,0,0,0,,,49,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,88,3,10.775510204081632,70.0,18.0,False,1,11.35135135135135,14,3,5,4,1,0,71.0,181.0,93.0,7.859154929577465
M011,2025,2025-02-04 00:00:00,MI,2,50,RR,MI,S Dube,GJ Maxwell,J Anderson,0,0,0,0,0,0,,,50,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,88,3,10.56,70.0,18.0,False,1,11.35135135135135,14,3,4,5,0,1,70.0,181.0,93.0,7.9714285714285715
M011,2025,2025-02-04 00:00:00,MI,2,51,RR,MI,S Dube,GJ Maxwell,J Anderson,0,0,0,0,0,0,,,51,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,88,3,10.352941176470589,70.0,18.0,False,1,11.35135135135135,14,3,4,5,0,1,69.0,181.0,93.0,8.08695652173913
M011,2025,2025-02-04 00:00:00,MI,2,52,RR,MI,S Dube,GJ Maxwell,J Anderson,0,1,0,0,0,1,,,52,True,False,1,1,0,0,0,0,0,0,0,0,0,0,1,89,3,10.26923076923077,70.0,19.0,False,1,11.35135135135135,14,3,4,5,0,1,68.0,181.0,92.0,8.117647058823529
M011,2025,2025-02-04 00:00:00,MI,2,53,RR,MI,S Dube,GJ Maxwell,J Anderson,0,1,1,0,0,0,,,52,False,False,0,1,0,0,0,0,0,0,0,0,0,0,1,90,3,10.384615384615383,70.0,20.0,False,0,11.35135135135135,14,3,4,5,1,0,68.0,181.0,91.0,8.029411764705882
M011,2025,2025-02-04 00:00:00,MI,2,54,RR,MI,S Dube,GJ Maxwell,J Anderson,0,1,1,0,0,0,,,52,False,False,0,1,0,0,0,0,0,0,0,0,0,0,1,91,3,10.5,70.0,21.0,False,0,11.35135135135135,14,3,4,5,1,0,68.0,181.0,90.0,7.9411764705882355
M011,2025,2025-02-04 00:00:00,MI,2,55,RR,MI,S Dube,GJ Maxwell,J Anderson,1,0,0,0,0,0,,,53,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,92,3,10.41509433962264,70.0,22.0,False,1,11.35135135135135,14,3,4,5,1,0,67.0,181.0,89.0,7.970149253731344
M011,2025,2025-02-04 00:00:00,MI,2,56,RR,MI,GJ Maxwell,S Dube,J Anderson,0,0,0,0,0,0,,,54,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,92,3,10.22222222222222,70.0,22.0,False,1,11.35135135135135,14,3,5,4,0,1,66.0,181.0,89.0,8.090909090909092
M011,2025,2025-02-04 00:00:00,MI,2,57,RR,MI,S Dube,GJ Maxwell,HH Pandya,0,0,0,0,0,0,,,55,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,92,3,10.036363636363635,70.0,22.0,False,1,11.35135135135135,14,3,4,5,0,1,65.0,181.0,89.0,8.215384615384615
M011,2025,2025-02-04 00:00:00,MI,2,58,RR,MI,S Dube,GJ Maxwell,HH Pandya,6,0,0,0,0,0,,,56,True,False,1,0,0,0,0,0,0,1,0,0,0,0,6,98,3,10.5,70.0,28.0,False,1,11.35135135135135,14,4,4,5,6,0,64.0,181.0,83.0,7.78125
M011,2025,2025-02-04 00:00:00,MI,2,59,RR,MI,S Dube,GJ Maxwell,HH Pandya,2,0,0,0,0,0,,,57,True,False,1,0,0,1,0,1,0,0,0,0,0,0,2,100,3,10.526315789473683,70.0,30.0,False,1,11.35135135135135,14,4,4,5,2,0,63.0,181.0,81.0,7.714285714285714
