match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,wicket_type,player_dismissed,legal_balls_bowled,wicket_event,fielder,legality,bowler_wicket,islegal,isDotforBatter,isOne,isTwo,isThree,isStrikeRotation,isFour,isSix,isBowlerWicket,is_striker_Out,is_nonstriker_Out,isWicket,total_runs,runs_scored,wickets_down,run_rate,last_fow,partnership_runs,isno,is_faced_by_batter,last_fow_run_rate,fours,sixes,striker_batting_position,non_striker_batting_position,runs_conceeded,isDotforbowler,legal_balls_remaining,target,runs_remaining,reqd_run_rate
M009,1,03/02/25 0:00,RCB,2,13,DC,RCB,DA Warner,V Kohli,Avesh Khan,6,0,0,0,0,0,,,13,,,True,False,1,0,0,0,0,0,0,1,0,0,0,0,6,21,0,9.692307692,0,21,False,1,,1,2,2,1,6,0,107.0,194.0,173.0,9.700934579
M009,1,03/02/25 0:00,RCB,2,14,DC,RCB,DA Warner,V Kohli,Avesh Khan,0,0,0,0,0,0,,,14,,,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,21,0,9.0,0,21,False,1,,1,2,2,1,0,1,106.0,194.0,173.0,9.79245283
M009,1,03/02/25 0:00,RCB,2,15,DC,RCB,DA Warner,V Kohli,Avesh Khan,1,0,0,0,0,0,runout,V Kohli,15,,,True,False,1,0,1,0,0,1,0,0,0,0,1,1,1,22,1,8.8,22,0,False,1,8.8,1,2,2,1,1,0,105.0,194.0,172.0,9.828571429
M009,1,03/02/25 0:00,RCB,2,16,DC,RCB,DA Warner,SA Yadav,Avesh Khan,4,0,0,0,0,0,,,16,,,True,False,1,0,0,0,0,0,1,0,0,0,0,0,4,26,1,9.75,22,4,False,1,8.8,2,2,2,3,4,0,104.0,194.0,168.0,9.692307692
M009,1,03/02/25 0:00,RCB,2,17,DC,RCB,DA Warner,SA Yadav,Avesh Khan,1,0,0,0,0,0,,,17,,,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,27,1,9.529411765,22,5,False,1,8.8,2,2,2,3,1,0,103.0,194.0,167.0,9.72815534
M009,1,03/02/25 0:00,RCB,2,18,DC,RCB,SA Yadav,DA Warner,Avesh Khan,0,0,0,0,0,0,,,18,,,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,27,1,9.0,22,5,False,1,8.8,2,2,3,2,0,1,102.0,194.0,167.0,9.823529412
M009,1,03/02/25 0:00,RCB,2,19,DC,RCB,DA Warner,SA Yadav,Ramandeep Singh,0,0,0,0,0,0,,,19,,,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,27,1,8.526315789,22,5,False,1,8.8,2,2,2,3,0,1,101.0,194.0,167.0,9.920792079
M009,1,03/02/25 0:00,RCB,2,20,DC,RCB,DA Warner,SA Yadav,Ramandeep Singh,0,0,0,0,0,0,,,20,,,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,27,1,8.1,22,5,False,1,8.8,2,2,2,3,0,1,100.0,194.0,167.0,10.02
M009,1,03/02/25 0:00,RCB,2,21,DC,RCB,DA Warner,SA Yadav,Ramandeep Singh,2,0,0,0,0,0,,,21,,,True,False,1,0,0,1,0,1,0,0,0,0,0,0,2,29,1,8.285714286,22,7,False,1,8.8,2,2,2,3,2,0,99.0,194.0,165.0,10.0
M009,1,03/02/25 0:00,RCB,2,22,DC,RCB,DA Warner,SA Yadav,Ramandeep Singh,3,0,0,0,0,0,,,22,,,True,False,1,0,0,0,1,1,0,0,0,0,0,0,3,32,1,8.727272727,22,10,False,1,8.8,2,2,2,3,3,0,98.0,194.0,162.0,9.918367347
M009,1,03/02/25 0:00,RCB,2,23,DC,RCB,SA Yadav,DA Warner,Ramandeep Singh,4,0,0,0,0,0,,,23,,,True,False,1,0,0,0,0,0,1,0,0,0,0,0,4,36,1,9.391304348,22,14,False,1,8.8,3,2,3,2,4,0,97.0,194.0,158.0,9.773195876
M009,1,03/02/25 0:00,RCB,2,24,DC,RCB,SA Yadav,DA Warner,Ramandeep Singh,0,1,0,0,0,1,,,24,,,True,False,1,1,0,0,0,0,0,0,0,0,0,0,1,37,1,9.25,22,15,False,1,8.8,3,2,3,2,0,1,96.0,194.0,157.0,9.8125
M009,1,03/02/25 0:00,RCB,2,25,DC,RCB,DA Warner,SA Yadav,Avesh Khan,1,0,0,0,0,0,,,25,,,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,38,1,9.12,22,16,False,1,8.8,3,2,2,3,1,0,95.0,194.0,156.0,9.852631579
M009,1,03/02/25 0:00,RCB,2,26,DC,RCB,SA Yadav,DA Warner,Avesh Khan,0,1,1,0,0,0,,,25,,,False,False,0,1,0,0,0,0,0,0,0,0,0,0,1,39,1,9.36,22,17,False,0,8.8,3,2,3,2,1,0,95.0,194.0,155.0,9.789473684
M009,1,03/02/25 0:00,RCB,2,27,DC,RCB,SA Yadav,DA Warner,Avesh Khan,4,0,0,0,0,0,,,26,,,True,False,1,0,0,0,0,0,1,0,0,0,0,0,4,43,1,9.923076923,22,21,False,1,8.8,4,2,3,2,4,0,94.0,194.0,151.0,9.638297872
M009,1,03/02/25 0:00,RCB,2,28,DC,RCB,SA Yadav,DA Warner,Avesh Khan,6,0,0,0,0,0,,,27,,,True,False,1,0,0,0,0,0,0,1,0,0,0,0,6,49,1,10.88888889,22,27,False,1,8.8,4,3,3,2,6,0,93.0,194.0,145.0,9.35483871
M009,1,03/02/25 0:00,RCB,2,29,DC,RCB,SA Yadav,DA Warner,Avesh Khan,4,0,0,0,0,0,,,28,,,True,False,1,0,0,0,0,0,1,0,0,0,0,0,4,53,1,11.35714286,22,31,False,1,8.8,5,3,3,2,4,0,92.0,194.0,141.0,9.195652174
M009,1,03/02/25 0:00,RCB,2,30,DC,RCB,SA Yadav,DA Warner,Avesh Khan,0,0,0,0,0,0,,,29,,,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,53,1,10.96551724,22,31,False,1,8.8,5,3,3,2,0,1,91.0,194.0,141.0,9.296703297
M009,1,03/02/25 0:00,RCB,2,31,DC,RCB,SA Yadav,DA Warner,Avesh Khan,0,0,0,0,0,0,,,30,,,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,53,1,10.6,22,31,False,1,8.8,5,3,3,2,0,1,90.0,194.0,141.0,9.4
M009,1,03/02/25 0:00,RCB,2,32,DC,RCB,DA Warner,SA Yadav,JJ Bumrah,4,0,0,0,0,0,,,31,,,True,False,1,0,0,0,0,0,1,0,0,0,0,0,4,57,1,11.03225806,22,35,False,1,8.8,6,3,2,3,4,0,89.0,194.0,137.0,9.235955056
M009,1,03/02/25 0:00,RCB,2,33,DC,RCB,DA Warner,SA Yadav,JJ Bumrah,0,0,0,0,0,0,,,32,,,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,57,1,10.6875,22,35,False,1,8.8,6,3,2,3,0,1,88.0,194.0,137.0,9.340909091
M009,1,03/02/25 0:00,RCB,2,34,DC,RCB,DA Warner,SA Yadav,JJ Bumrah,1,0,0,0,0,0,,,33,,,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,58,1,10.54545455,22,36,False,1,8.8,6,3,2,3,1,0,87.0,194.0,136.0,9.379310345
M009,1,03/02/25 0:00,RCB,2,35,DC,RCB,SA Yadav,DA Warner,JJ Bumrah,0,0,0,0,0,0,,,34,,,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,58,1,10.23529412,22,36,False,1,8.8,6,3,3,2,0,1,86.0,194.0,136.0,9.488372093
M009,1,03/02/25 0:00,RCB,2,36,DC,RCB,SA Yadav,DA Warner,JJ Bumrah,1,0,0,0,0,0,,,35,,,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,59,1,10.11428571,22,37,False,1,8.8,6,3,3,2,1,0,85.0,194.0,135.0,9.529411765
M009,1,03/02/25 0:00,RCB,2,37,DC,RCB,DA Warner,SA Yadav,JJ Bumrah,0,1,0,0,0,1,,,36,,,True,False,1,1,0,0,0,0,0,0,0,0,0,0,1,60,1,10.0,22,38,False,1,8.8,6,3,2,3,0,1,84.0,194.0,134.0,9.571428571
M009,1,03/02/25 0:00,RCB,2,38,DC,RCB,SA Yadav,DA Warner,M Pathirana,4,0,0,0,0,0,,,37,,,True,False,1,0,0,0,0,0,1,0,0,0,0,0,4,64,1,10.37837838,22,42,False,1,8.8,7,3,3,2,4,0,83.0,194.0,130.0,9.397590361
M009,1,03/02/25 0:00,RCB,2,39,DC,RCB,SA Yadav,DA Warner,M Pathirana,0,0,0,0,0,0,,,38,,,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,64,1,10.10526316,22,42,False,1,8.8,7,3,3,2,0,1,82.0,194.0,130.0,9.512195122
M009,1,03/02/25 0:00,RCB,2,40,DC,RCB,SA Yadav,DA Warner,M Pathirana,1,0,0,0,0,0,,,39,,,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,65,1,10.0,22,43,False,1,8.8,7,3,3,2,1,0,81.0,194.0,129.0,9.555555556
M009,1,03/02/25 0:00,RCB,2,41,DC,RCB,DA Warner,SA Yadav,M Pathirana,1,0,0,0,0,0,,,40,,,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,66,1,9.9,22,44,False,1,8.8,7,3,2,3,1,0,80.0,194.0,128.0,9.6
M009,1,03/02/25 0:00,RCB,2,42,DC,RCB,SA Yadav,DA Warner,M Pathirana,3,0,0,0,0,0,,,41,,,True,False,1,0,0,0,1,1,0,0,0,0,0,0,3,69,1,10.09756098,22,47,False,1,8.8,7,3,3,2,3,0,79.0,194.0,125.0,9.493670886
M009,1,03/02/25 0:00,RCB,2,43,DC,RCB,DA Warner,SA Yadav,M Pathirana,0,0,0,0,0,0,,,42,,,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,69,1,9.857142857,22,47,False,1,8.8,7,3,2,3,0,1,78.0,194.0,125.0,9.615384615
M009,1,03/02/25 0:00,RCB,2,44,DC,RCB,SA Yadav,DA Warner,JJ Bumrah,0,0,0,0,0,0,,,43,,,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,69,1,9.627906977,22,47,False,1,8.8,7,3,3,2,0,1,77.0,194.0,125.0,9.74025974
M009,1,03/02/25 0:00,RCB,2,45,DC,RCB,SA Yadav,DA Warner,JJ Bumrah,4,0,0,0,0,0,,,44,,,True,False,1,0,0,0,0,0,1,0,0,0,0,0,4,73,1,9.954545455,22,51,False,1,8.8,8,3,3,2,4,0,76.0,194.0,121.0,9.552631579
M009,1,03/02/25 0:00,RCB,2,46,DC,RCB,SA Yadav,DA Warner,JJ Bumrah,0,0,0,0,0,0,,,45,,,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,73,1,9.733333333,22,51,False,1,8.8,8,3,3,2,0,1,75.0,194.0,121.0,9.68
M009,1,03/02/25 0:00,RCB,2,47,DC,RCB,SA Yadav,DA Warner,JJ Bumrah,4,0,0,0,0,0,,,46,,,True,False,1,0,0,0,0,0,1,0,0,0,0,0,4,77,1,10.04347826,22,55,False,1,8.8,9,3,3,2,4,0,74.0,194.0,117.0,9.486486486
M009,1,03/02/25 0:00,RCB,2,48,DC,RCB,SA Yadav,DA Warner,JJ Bumrah,0,0,0,0,0,0,,,47,,,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,77,1,9.829787234,22,55,False,1,8.8,9,3,3,2,0,1,73.0,194.0,117.0,9.616438356
M009,1,03/02/25 0:00,RCB,2,49,DC,RCB,SA Yadav,DA Warner,JJ Bumrah,0,0,0,0,0,0,,,48,,,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,77,1,9.625,22,55,False,1,8.8,9,3,3,2,0,1,72.0,194.0,117.0,9.75
M009,1,03/02/25 0:00,RCB,2,50,DC,RCB,DA Warner,SA Yadav,C Green,1,0,0,0,0,0,,,49,,,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,78,1,9.551020408,22,56,False,1,8.8,9,3,2,3,1,0,71.0,194.0,116.0,9.802816901
M009,1,03/02/25 0:00,RCB,2,51,DC,RCB,SA Yadav,DA Warner,C Green,1,0,0,0,0,0,,,50,,,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,79,1,9.48,22,57,False,1,8.8,9,3,3,2,1,0,70.0,194.0,115.0,9.857142857
M009,1,03/02/25 0:00,RCB,2,52,DC,RCB,DA Warner,SA Yadav,C Green,0,0,0,0,0,0,,,51,,,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,79,1,9.294117647,22,57,False,1,8.8,9,3,2,3,0,1,69.0,194.0,115.0,10.0
M009,1,03/02/25 0:00,RCB,2,53,DC,RCB,DA Warner,SA Yadav,C Green,0,1,1,0,0,0,,,51,,,False,False,0,1,0,0,0,0,0,0,0,0,0,0,1,80,1,9.411764706,22,58,False,0,8.8,9,3,2,3,1,0,69.0,194.0,114.0,9.913043478
M009,1,03/02/25 0:00,RCB,2,54,DC,RCB,DA Warner,SA Yadav,C Green,1,0,0,0,0,0,,,52,,,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,81,1,9.346153846,22,59,False,1,8.8,9,3,2,3,1,0,68.0,194.0,113.0,9.970588235
M009,1,03/02/25 0:00,RCB,2,55,DC,RCB,SA Yadav,DA Warner,C Green,3,0,0,0,0,0,,,53,,,True,False,1,0,0,0,1,1,0,0,0,0,0,0,3,84,1,9.509433962,22,62,False,1,8.8,9,3,3,2,3,0,67.0,194.0,110.0,9.850746269
M009,1,03/02/25 0:00,RCB,2,56,DC,RCB,DA Warner,SA Yadav,C Green,2,0,0,0,0,0,,,54,,,True,False,1,0,0,1,0,1,0,0,0,0,0,0,2,86,1,9.555555556,22,64,False,1,8.8,9,3,2,3,2,0,66.0,194.0,108.0,9.818181818
M009,1,03/02/25 0:00,RCB,2,57,DC,RCB,SA Yadav,DA Warner,Avesh Khan,0,0,0,0,0,0,,,55,,,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,86,1,9.381818182,22,64,False,1,8.8,9,3,3,2,0,1,65.0,194.0,108.0,9.969230769
M009,1,03/02/25 0:00,RCB,2,58,DC,RCB,SA Yadav,DA Warner,Avesh Khan,1,0,0,0,0,0,,,56,,,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,87,1,9.321428571,22,65,False,1,8.8,9,3,3,2,1,0,64.0,194.0,107.0,10.03125
M009,1,03/02/25 0:00,RCB,2,59,DC,RCB,DA Warner,SA Yadav,Avesh Khan,2,0,0,0,0,0,,,57,,,True,False,1,0,0,1,0,1,0,0,0,0,0,0,2,89,1,9.368421053,22,67,False,1,8.8,9,3,2,3,2,0,63.0,194.0,105.0,10.0
M009,1,03/02/25 0:00,RCB,2,60,DC,RCB,DA Warner,SA Yadav,Avesh Khan,4,0,0,0,0,0,,,58,,,True,False,1,0,0,0,0,0,1,0,0,0,0,0,4,93,1,9.620689655,22,71,False,1,8.8,10,3,2,3,4,0,62.0,194.0,101.0,9.774193548
M009,1,03/02/25 0:00,RCB,2,61,DC,RCB,DA Warner,SA Yadav,Avesh Khan,1,0,0,0,0,0,,,59,,,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,94,1,9.559322034,22,72,False,1,8.8,10,3,2,3,1,0,61.0,194.0,100.0,9.836065574
M009,1,03/02/25 0:00,RCB,2,62,DC,RCB,SA Yadav,DA Warner,Avesh Khan,4,0,0,0,0,0,,,60,,,True,False,1,0,0,0,0,0,1,0,0,0,0,0,4,98,1,9.8,22,76,False,1,8.8,11,3,3,2,4,0,60.0,194.0,96.0,9.6
M009,1,03/02/25 0:00,RCB,2,63,DC,RCB,DA Warner,SA Yadav,C Green,1,0,0,0,0,0,,,61,,,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,99,1,9.737704918,22,77,False,1,8.8,11,3,2,3,1,0,59.0,194.0,95.0,9.661016949
M009,1,03/02/25 0:00,RCB,2,64,DC,RCB,SA Yadav,DA Warner,C Green,4,0,0,0,0,0,,,62,,,True,False,1,0,0,0,0,0,1,0,0,0,0,0,4,103,1,9.967741935,22,81,False,1,8.8,12,3,3,2,4,0,58.0,194.0,91.0,9.413793103
M009,1,03/02/25 0:00,RCB,2,65,DC,RCB,SA Yadav,DA Warner,C Green,1,0,0,0,0,0,,,63,,,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,104,1,9.904761905,22,82,False,1,8.8,12,3,3,2,1,0,57.0,194.0,90.0,9.473684211
M009,1,03/02/25 0:00,RCB,2,66,DC,RCB,DA Warner,SA Yadav,C Green,6,0,0,0,0,0,,,64,,,True,False,1,0,0,0,0,0,0,1,0,0,0,0,6,110,1,10.3125,22,88,False,1,8.8,12,4,2,3,6,0,56.0,194.0,84.0,9.0
M009,1,03/02/25 0:00,RCB,2,67,DC,RCB,DA Warner,SA Yadav,C Green,0,0,0,0,0,0,,,65,,,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,110,1,10.15384615,22,88,False,1,8.8,12,4,2,3,0,1,55.0,194.0,84.0,9.163636364
M009,1,03/02/25 0:00,RCB,2,68,DC,RCB,DA Warner,SA Yadav,C Green,0,0,0,0,0,0,,,66,,,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,110,1,10.0,22,88,False,1,8.8,12,4,2,3,0,1,54.0,194.0,84.0,9.333333333
M009,1,03/02/25 0:00,RCB,2,69,DC,RCB,SA Yadav,DA Warner,Avesh Khan,6,0,0,0,0,0,,,67,,,True,False,1,0,0,0,0,0,0,1,0,0,0,0,6,116,1,10.3880597,22,94,False,1,8.8,12,5,3,2,6,0,53.0,194.0,78.0,8.830188679
M009,1,03/02/25 0:00,RCB,2,70,DC,RCB,SA Yadav,DA Warner,Avesh Khan,1,0,0,0,0,0,,,68,,,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,117,1,10.32352941,22,95,False,1,8.8,12,5,3,2,1,0,52.0,194.0,77.0,8.884615385
M009,1,03/02/25 0:00,RCB,2,71,DC,RCB,DA Warner,SA Yadav,Avesh Khan,4,0,0,0,0,0,,,69,,,True,False,1,0,0,0,0,0,1,0,0,0,0,0,4,121,1,10.52173913,22,99,False,1,8.8,13,5,2,3,4,0,51.0,194.0,73.0,8.588235294
M009,1,03/02/25 0:00,RCB,2,72,DC,RCB,DA Warner,SA Yadav,Avesh Khan,0,0,0,0,0,0,,,70,,,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,121,1,10.37142857,22,99,False,1,8.8,13,5,2,3,0,1,50.0,194.0,73.0,8.76
M009,1,03/02/25 0:00,RCB,2,73,DC,RCB,DA Warner,SA Yadav,Avesh Khan,1,0,0,0,0,0,,,71,,,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,122,1,10.30985915,22,100,False,1,8.8,13,5,2,3,1,0,49.0,194.0,72.0,8.816326531
M009,1,03/02/25 0:00,RCB,2,74,DC,RCB,SA Yadav,DA Warner,Avesh Khan,0,0,0,0,0,0,,,72,,,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,122,1,10.16666667,22,100,False,1,8.8,13,5,3,2,0,1,48.0,194.0,72.0,9.0
M009,1,03/02/25 0:00,RCB,2,75,DC,RCB,DA Warner,SA Yadav,C Green,1,0,0,0,0,0,,,73,,,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,123,1,10.10958904,22,101,False,1,8.8,13,5,2,3,1,0,47.0,194.0,71.0,9.063829787
M009,1,03/02/25 0:00,RCB,2,76,DC,RCB,SA Yadav,DA Warner,C Green,4,0,0,0,0,0,,,74,,,True,False,1,0,0,0,0,0,1,0,0,0,0,0,4,127,1,10.2972973,22,105,False,1,8.8,14,5,3,2,4,0,46.0,194.0,67.0,8.739130435
M009,1,03/02/25 0:00,RCB,2,77,DC,RCB,SA Yadav,DA Warner,C Green,1,0,0,0,0,0,,,75,,,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,128,1,10.24,22,106,False,1,8.8,14,5,3,2,1,0,45.0,194.0,66.0,8.8
M009,1,03/02/25 0:00,RCB,2,78,DC,RCB,DA Warner,SA Yadav,C Green,1,0,0,0,0,0,,,76,,,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,129,1,10.18421053,22,107,False,1,8.8,14,5,2,3,1,0,44.0,194.0,65.0,8.863636364
M009,1,03/02/25 0:00,RCB,2,79,DC,RCB,SA Yadav,DA Warner,C Green,1,0,0,0,0,0,,,77,,,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,130,1,10.12987013,22,108,False,1,8.8,14,5,3,2,1,0,43.0,194.0,64.0,8.930232558
M009,1,03/02/25 0:00,RCB,2,80,DC,RCB,DA Warner,SA Yadav,C Green,0,0,0,0,0,0,out,DA Warner,78,,,True,True,1,1,0,0,0,0,0,0,1,1,0,1,0,130,2,10.0,130,0,False,1,10.0,14,5,2,3,0,1,42.0,194.0,64.0,9.142857143
M009,1,03/02/25 0:00,RCB,2,81,DC,RCB,SA Yadav,Abishek Porel,Harpreet Brar,1,0,0,0,0,0,,,79,,,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,131,2,9.949367089,130,1,False,1,10.0,14,5,3,4,1,0,41.0,194.0,63.0,9.219512195
M009,1,03/02/25 0:00,RCB,2,82,DC,RCB,Abishek Porel,SA Yadav,Harpreet Brar,6,0,0,0,0,0,,,80,,,True,False,1,0,0,0,0,0,0,1,0,0,0,0,6,137,2,10.275,130,7,False,1,10.0,14,6,4,3,6,0,40.0,194.0,57.0,8.55
M009,1,03/02/25 0:00,RCB,2,83,DC,RCB,Abishek Porel,SA Yadav,Harpreet Brar,2,0,0,0,0,0,,,81,,,True,False,1,0,0,1,0,1,0,0,0,0,0,0,2,139,2,10.2962963,130,9,False,1,10.0,14,6,4,3,2,0,39.0,194.0,55.0,8.461538462
M009,1,03/02/25 0:00,RCB,2,84,DC,RCB,Abishek Porel,SA Yadav,Harpreet Brar,1,0,0,0,0,0,,,82,,,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,140,2,10.24390244,130,10,False,1,10.0,14,6,4,3,1,0,38.0,194.0,54.0,8.526315789
M009,1,03/02/25 0:00,RCB,2,85,DC,RCB,SA Yadav,Abishek Porel,Harpreet Brar,1,0,0,0,0,0,,,83,,,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,141,2,10.19277108,130,11,False,1,10.0,14,6,3,4,1,0,37.0,194.0,53.0,8.594594595
M009,1,03/02/25 0:00,RCB,2,86,DC,RCB,Abishek Porel,SA Yadav,Harpreet Brar,0,0,0,0,0,0,,,84,,,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,141,2,10.07142857,130,11,False,1,10.0,14,6,4,3,0,1,36.0,194.0,53.0,8.833333333
M009,1,03/02/25 0:00,RCB,2,87,DC,RCB,SA Yadav,Abishek Porel,C Green,0,0,0,0,0,0,,,85,,,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,141,2,9.952941176,130,11,False,1,10.0,14,6,3,4,0,1,35.0,194.0,53.0,9.085714286
M009,1,03/02/25 0:00,RCB,2,88,DC,RCB,SA Yadav,Abishek Porel,C Green,1,0,0,0,0,0,runout,Abishek Porel,86,,,True,False,1,0,1,0,0,1,0,0,0,0,1,1,1,142,3,9.906976744,142,0,False,1,9.906976744,14,6,3,4,1,0,34.0,194.0,52.0,9.176470588
M009,1,03/02/25 0:00,RCB,2,89,DC,RCB,SA Yadav,SN Thakur,C Green,1,0,0,0,0,0,,,87,,,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,143,3,9.862068966,142,1,False,1,9.906976744,14,6,3,5,1,0,33.0,194.0,51.0,9.272727273
M009,1,03/02/25 0:00,RCB,2,90,DC,RCB,SN Thakur,SA Yadav,C Green,0,0,0,0,0,0,,,88,,,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,143,3,9.75,142,1,False,1,9.906976744,14,6,5,3,0,1,32.0,194.0,51.0,9.5625
M009,1,03/02/25 0:00,RCB,2,91,DC,RCB,SN Thakur,SA Yadav,C Green,3,0,0,0,0,0,,,89,,,True,False,1,0,0,0,1,1,0,0,0,0,0,0,3,146,3,9.842696629,142,4,False,1,9.906976744,14,6,5,3,3,0,31.0,194.0,48.0,9.290322581
M009,1,03/02/25 0:00,RCB,2,92,DC,RCB,SA Yadav,SN Thakur,C Green,0,0,0,0,0,0,,,90,,,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,146,3,9.733333333,142,4,False,1,9.906976744,14,6,3,5,0,1,30.0,194.0,48.0,9.6
M009,1,03/02/25 0:00,RCB,2,93,DC,RCB,SN Thakur,SA Yadav,RD Chahar,0,1,0,0,1,0,,,91,,,True,False,1,1,0,0,0,0,0,0,0,0,0,0,1,147,3,9.692307692,142,5,False,1,9.906976744,14,6,5,3,0,1,29.0,194.0,47.0,9.724137931
M009,1,03/02/25 0:00,RCB,2,94,DC,RCB,SN Thakur,SA Yadav,RD Chahar,0,1,1,0,0,0,,,91,,,False,False,0,1,0,0,0,0,0,0,0,0,0,0,1,148,3,9.758241758,142,6,False,0,9.906976744,14,6,5,3,1,0,29.0,194.0,46.0,9.517241379
M009,1,03/02/25 0:00,RCB,2,95,DC,RCB,SN Thakur,SA Yadav,RD Chahar,0,0,0,0,0,0,out,SN Thakur,92,,,True,True,1,1,0,0,0,0,0,0,1,1,0,1,0,148,4,9.652173913,148,0,False,1,9.652173913,14,6,5,3,0,1,28.0,194.0,46.0,9.857142857
M009,1,03/02/25 0:00,RCB,2,96,DC,RCB,AD Russell,SA Yadav,RD Chahar,2,0,0,0,0,0,,,93,,,True,False,1,0,0,1,0,1,0,0,0,0,0,0,2,150,4,9.677419355,148,2,False,1,9.652173913,14,6,6,3,2,0,27.0,194.0,44.0,9.777777778
M009,1,03/02/25 0:00,RCB,2,97,DC,RCB,AD Russell,SA Yadav,RD Chahar,0,0,0,0,0,0,,,94,,,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,150,4,9.574468085,148,2,False,1,9.652173913,14,6,6,3,0,1,26.0,194.0,44.0,10.15384615
M009,1,03/02/25 0:00,RCB,2,98,DC,RCB,AD Russell,SA Yadav,RD Chahar,0,0,0,0,0,0,,,95,,,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,150,4,9.473684211,148,2,False,1,9.652173913,14,6,6,3,0,1,25.0,194.0,44.0,10.56
M009,1,03/02/25 0:00,RCB,2,99,DC,RCB,AD Russell,SA Yadav,RD Chahar,0,0,0,0,0,0,,,96,,,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,150,4,9.375,148,2,False,1,9.652173913,14,6,6,3,0,1,24.0,194.0,44.0,11.0
M009,1,03/02/25 0:00,RCB,2,100,DC,RCB,SA Yadav,AD Russell,M Pathirana,0,0,0,0,0,0,out,SA Yadav,97,,,True,True,1,1,0,0,0,0,0,0,1,1,0,1,0,150,5,9.278350515,150,0,False,1,9.278350515,14,6,3,6,0,1,23.0,194.0,44.0,11.47826087
M009,1,03/02/25 0:00,RCB,2,101,DC,RCB,Urvil Patel,AD Russell,M Pathirana,1,0,0,0,0,0,,,98,,,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,151,5,9.244897959,150,1,False,1,9.278350515,14,6,7,6,1,0,22.0,194.0,43.0,11.72727273
M009,1,03/02/25 0:00,RCB,2,102,DC,RCB,AD Russell,Urvil Patel,M Pathirana,1,0,0,0,0,0,,,99,,,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,152,5,9.212121212,150,2,False,1,9.278350515,14,6,6,7,1,0,21.0,194.0,42.0,12.0
M009,1,03/02/25 0:00,RCB,2,103,DC,RCB,Urvil Patel,AD Russell,M Pathirana,0,0,0,0,0,0,,,100,,,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,152,5,9.12,150,2,False,1,9.278350515,14,6,7,6,0,1,20.0,194.0,42.0,12.6
