match_id,innings,runs,balls,SR,post_1st_strike_score,exit_pt_score,win,PP_perf,Middle_perf,Death_perf,batter,team,team_total,pitch
S08M008,1,17,5,340.0,162-4(17.3),,0,,,17 off 5,HH Pandya,LSG,4-210 (120),spin
S08M014,1,13,16,81.25,79-4(9.2),97-6(12.3),0,,13 off 16,,HH Pandya,LSG,8-145 (120),spin
S08M017,2,10,2,500.0,173-5(18.0),,1,,,10 off 2,HH Pandya,LSG,6-211 (119),pace
S08M024,2,31,11,281.82,158-5(17.4),,1,,,31 off 11,HH Pandya,LSG,5-190 (118),pace
S08M027,1,26,9,288.89,169-4(18.2),,1,,,26 off 9,HH Pandya,LSG,4-195 (120),pace
S08M039,2,54,27,200.0,70-4(7.5),154-5(15.0),0,,54 off 27,,HH Pandya,LSG,10-182 (110),neutralish
S08M043,2,14,4,350.0,172-4(16.4),185-5(17.4),0,,,14 off 4,HH Pandya,LSG,7-222 (120),pace
S08M003,2,37,20,185.0,99-4(9.5),170-6(16.3),1,,13 off 13,24 off 7,Sameer Rizvi,LSG,8-211 (114),pace
S08M008,1,36,14,257.14,157-3(16.2),,0,,,36 off 14,Sameer Rizvi,LSG,4-210 (120),spin
S08M014,1,3,5,60.0,78-3(9.0),96-5(12.0),0,,3 off 5,,Sameer Rizvi,LSG,8-145 (120),spin
S08M017,2,7,3,233.33,167-4(17.2),179-6(18.2),1,,,7 off 3,Sameer Rizvi,LSG,6-211 (119),pace
S08M024,2,21,13,161.54,94-3(11.0),135-4(14.5),1,,21 off 13,,Sameer Rizvi,LSG,5-190 (118),pace
S08M027,1,14,12,116.67,122-3(14.4),163-4(18.1),1,,1 off 3,13 off 9,Sameer Rizvi,LSG,4-195 (120),pace
S08M031,1,44,10,440.0,183-3(18.2),,1,,,44 off 10,Sameer Rizvi,LSG,3-224 (120),spin
S08M039,2,44,30,146.67,35-3(3.2),162-6(15.4),0,4 off 7,34 off 20,6 off 3,Sameer Rizvi,LSG,10-182 (110),neutralish
S08M043,2,0,1,0.0,168-4(16.3),168-4(16.3),0,,,0 off 1,Sameer Rizvi,LSG,7-222 (120),pace
S08M001,2,0,1,0.0,128-4(12.2),128-4(12.2),0,,0 off 1,,RM Patidar,RCB,10-131 (90),spin
S08M006,1,48,30,160.0,55-3(4.2),153-5(13.3),0,10 off 6,38 off 24,,RM Patidar,RCB,10-217 (114),pace
S08M014,2,13,10,130.0,99-3(12.5),132-5(17.5),1,,4 off 5,9 off 5,RM Patidar,RCB,5-150 (112),spin
S08M019,2,42,23,182.61,91-2(10.5),,1,,20 off 13,22 off 10,RM Patidar,RCB,2-179 (108),pace
S08M022,2,46,32,143.75,71-2(7.2),,1,,26 off 24,20 off 8,RM Patidar,RCB,5-178 (108),pace
S08M028,1,0,1,0.0,87-3(8.0),87-3(8.0),0,,0 off 1,,RM Patidar,RCB,6-238 (120),pace
S08M032,1,21,15,140.0,42-2(3.4),95-4(10.1),0,6 off 6,15 off 9,,RM Patidar,RCB,8-211 (120),pace
S08M038,1,35,27,129.63,1-2(0.4),121-6(12.2),0,17 off 11,18 off 16,,RM Patidar,RCB,10-126 (92),pace
S08M004,2,20,13,153.85,1-0(0.1),47-1(6.1),0,20 off 12,0 off 1,,V Suryavanshi,PBKS,10-160 (111),spin
S08M007,2,10,5,200.0,1-0(0.1),28-1(2.1),0,10 off 5,,,V Suryavanshi,PBKS,9-213 (120),pace
S08M015,2,33,14,235.71,4-0(0.1),36-1(2.4),1,33 off 14,,,V Suryavanshi,PBKS,7-238 (115),spin
S08M018,2,29,14,207.14,0-0(0.1),55-1(5.1),0,29 off 14,,,V Suryavanshi,PBKS,10-151 (101),spin
S08M021,1,43,34,126.47,2-0(0.1),77-2(9.1),0,30 off 24,13 off 10,,V Suryavanshi,PBKS,8-195 (120),pace
S08M027,2,13,5,260.0,1-0(0.1),13-1(1.4),0,13 off 5,,,V Suryavanshi,PBKS,9-188 (120),pace
S08M033,1,14,7,200.0,2-0(0.1),15-1(1.4),0,14 off 7,,,V Suryavanshi,PBKS,6-204 (120),pace
S08M045,1,40,23,173.91,1-0(0.0),104-2(9.3),1,20 off 13,20 off 10,,V Suryavanshi,PBKS,9-194 (120),spin
S08M003,1,27,13,207.69,5-1(0.5),85-3(6.5),0,26 off 11,1 off 2,,Naman Dhir,GT,6-209 (120),pace
S08M010,1,3,4,75.0,82-1(7.5),85-2(8.2),1,,3 off 4,,Naman Dhir,GT,10-193 (120),pace
S08M011,1,17,15,113.33,15-1(1.4),64-2(6.4),1,17 off 13,0 off 2,,Naman Dhir,GT,8-200 (120),neutralish
S08M018,1,63,34,185.29,14-1(1.5),133-4(13.5),1,19 off 11,44 off 23,,Naman Dhir,GT,4-197 (120),spin
S08M023,1,0,1,0.0,5-1(0.4),5-1(0.4),0,0 off 1,,,Naman Dhir,GT,10-159 (105),spin
S08M029,2,23,12,191.67,6-0(0.2),41-1(3.3),1,23 off 12,,,Naman Dhir,GT,7-187 (116),spin
S08M039,1,67,38,176.32,52-1(5.1),,1,11 off 4,25 off 22,31 off 12,Naman Dhir,GT,4-220 (120),neutralish
S08M001,1,1,2,50.0,1-0(0.1),17-1(1.5),1,1 off 2,,,SU Parakh,SRH,3-225 (120),spin
S08M007,1,8,7,114.29,0-0(0.1),13-1(1.3),1,8 off 7,,,SU Parakh,SRH,3-217 (120),pace
S08M012,2,46,26,176.92,3-0(0.1),91-2(8.3),1,37 off 20,9 off 6,,SU Parakh,SRH,2-174 (99),pace
S08M016,2,39,25,156.0,1-0(0.1),69-3(6.4),1,29 off 21,10 off 4,,SU Parakh,SRH,5-208 (113),pace
S08M025,1,24,18,133.33,4-0(1.0),47-1(5.2),0,24 off 18,,,SU Parakh,SRH,10-161 (108),pace
S08M029,1,25,18,138.89,3-0(0.4),60-2(5.5),0,25 off 18,,,SU Parakh,SRH,10-186 (115),spin
S08M035,2,52,44,118.18,22-1(1.5),159-3(18.2),1,17 off 9,26 off 27,9 off 8,SU Parakh,SRH,4-174 (115),pace
S08M014,2,47,43,109.3,7-0(0.3),97-3(12.4),1,32 off 24,15 off 19,,Atharva Taide,RCB,5-150 (112),spin
S08M019,2,38,32,118.75,2-0(0.2),90-2(10.4),1,23 off 18,15 off 14,,Atharva Taide,RCB,2-179 (108),pace
S08M022,2,81,49,165.31,1-0(0.2),138-3(15.1),1,32 off 21,49 off 27,0 off 1,Atharva Taide,RCB,5-178 (108),pace
S08M028,1,25,17,147.06,1-0(0.3),87-2(7.5),0,22 off 12,3 off 5,,Atharva Taide,RCB,6-238 (120),pace
S08M004,2,27,16,168.75,98-2(11.0),148-5(16.1),0,,20 off 13,7 off 3,R Smaran,PBKS,10-160 (111),spin
S08M015,2,86,43,200.0,40-1(2.5),194-4(16.5),1,26 off 14,53 off 25,7 off 4,R Smaran,PBKS,7-238 (115),spin
S08M018,2,24,20,120.0,70-2(7.3),137-6(14.4),0,,24 off 20,,R Smaran,PBKS,10-151 (101),spin
S08M021,1,32,22,145.45,14-1(1.4),109-4(11.1),0,9 off 10,23 off 12,,R Smaran,PBKS,8-195 (120),pace
S08M027,2,1,3,33.33,13-1(1.5),14-2(2.1),0,1 off 3,,,R Smaran,PBKS,9-188 (120),pace
S08M036,1,0,1,0.0,28-2(4.2),28-2(4.2),1,0 off 1,,,R Smaran,PBKS,10-164 (113),spin
S08M045,1,16,15,106.67,75-1(6.5),122-4(12.2),1,,16 off 15,,R Smaran,PBKS,9-194 (120),spin
S08M008,2,98,46,213.04,3-0(0.3),,1,34 off 12,27 off 19,37 off 15,Tarang Gohel,DC,2-211 (117),spin
S08M015,1,47,21,223.81,8-0(1.1),79-1(6.2),0,47 off 20,0 off 1,,Tarang Gohel,DC,4-235 (120),spin
S08M020,1,0,3,0.0,7-0(0.4),7-1(1.0),1,0 off 3,,,Tarang Gohel,DC,5-222 (120),spin
S08M025,2,3,2,150.0,10-0(0.5),12-1(1.1),1,3 off 2,,,Tarang Gohel,DC,6-164 (103),pace
S08M028,2,19,5,380.0,210-4(18.0),,1,,,19 off 5,Tarang Gohel,DC,4-242 (116),pace
S08M042,2,5,3,166.67,168-4(16.3),186-7(17.5),0,,,5 off 3,Tarang Gohel,DC,10-189 (117),spin
S08M001,2,42,18,233.33,4-0(0.1),50-1(4.3),0,42 off 18,,,CH Gayle,RCB,10-131 (90),spin
S08M006,1,59,25,236.0,1-0(0.0),95-4(7.2),0,49 off 21,10 off 4,,CH Gayle,RCB,10-217 (114),pace
S08M014,2,45,29,155.17,6-0(0.1),93-1(11.5),1,18 off 12,27 off 17,,CH Gayle,RCB,5-150 (112),spin
S08M019,2,12,7,171.43,1-0(0.1),15-1(1.5),1,12 off 7,,,CH Gayle,RCB,2-179 (108),pace
S08M022,2,1,2,50.0,1-0(0.1),2-1(0.5),1,1 off 2,,,CH Gayle,RCB,5-178 (108),pace
S08M028,1,13,7,185.71,0-0(0.1),15-1(1.4),0,13 off 7,,,CH Gayle,RCB,6-238 (120),pace
S08M032,1,0,1,0.0,0-1(0.1),0-1(0.1),0,0 off 1,,,CH Gayle,RCB,8-211 (120),pace
S08M038,1,0,1,0.0,1-2(0.3),1-2(0.3),0,0 off 1,,,CH Gayle,RCB,10-126 (92),pace
S08M014,1,12,9,133.33,12-1(0.4),24-2(2.2),0,12 off 9,,,DP Conway,LSG,8-145 (120),spin
S08M017,2,73,58,125.86,1-0(0.2),153-1(16.0),1,29 off 25,36 off 28,8 off 5,DP Conway,LSG,6-211 (119),pace
S08M024,2,45,30,150.0,6-1(1.1),94-3(10.5),1,13 off 13,32 off 17,,DP Conway,LSG,5-190 (118),pace
S08M031,1,5,5,100.0,19-1(2.4),50-2(5.1),1,5 off 5,,,DP Conway,LSG,3-224 (120),spin
S08M039,2,4,2,200.0,5-0(0.3),5-1(0.4),0,4 off 2,,,DP Conway,LSG,10-182 (110),neutralish
S08M043,2,28,19,147.37,9-0(0.3),60-2(5.3),0,28 off 19,,,DP Conway,LSG,7-222 (120),pace
S08M024,2,33,25,132.0,0-1(0.3),50-2(7.0),1,30 off 21,3 off 4,,Ajay Rohera,LSG,5-190 (118),pace
S08M027,1,52,32,162.5,26-1(2.4),122-3(14.3),1,24 off 11,28 off 21,,Ajay Rohera,LSG,4-195 (120),pace
S08M039,2,2,3,66.67,6-1(0.5),20-3(2.0),0,2 off 3,,,Ajay Rohera,LSG,10-182 (110),neutralish
S08M043,2,72,39,184.62,36-1(3.3),168-3(16.2),0,9 off 7,52 off 26,11 off 6,Ajay Rohera,LSG,7-222 (120),pace
S08M005,2,48,29,165.52,75-5(8.2),142-7(16.2),1,,36 off 24,12 off 5,Tanush Kotian,CSK,7-149 (103),spin
S08M009,2,34,14,242.86,146-5(15.5),202-7(20.0),0,,,34 off 14,Tanush Kotian,CSK,7-202 (120),neutralish
S08M012,1,12,9,133.33,82-4(9.2),120-7(13.5),0,,12 off 9,,Tanush Kotian,CSK,10-171 (118),pace
S08M030,1,10,3,333.33,214-5(19.4),,1,,,10 off 3,Tanush Kotian,CSK,5-218 (120),pace
S08M034,2,15,7,214.29,200-4(17.4),215-5(18.4),0,,,15 off 7,Tanush Kotian,CSK,6-236 (120),spin
S08M040,1,24,6,400.0,161-5(15.3),184-6(16.4),1,,,24 off 6,Tanush Kotian,CSK,10-194 (120),neutralish
S08M045,2,13,14,92.86,49-5(10.2),67-6(13.4),0,,13 off 14,,Tanush Kotian,CSK,10-94 (108),spin
S08M005,1,8,6,133.33,88-5(7.2),104-6(9.3),0,,8 off 6,,KA Pollard,RR,9-143 (120),spin
S08M016,1,56,19,294.74,135-5(15.2),,0,,,56 off 19,KA Pollard,RR,5-205 (120),pace
S08M021,2,26,12,216.67,111-5(11.5),165-6(16.3),1,,19 off 8,7 off 4,KA Pollard,RR,8-196 (113),pace
S08M026,2,31,28,110.71,95-4(8.2),,0,,25 off 22,6 off 6,KA Pollard,RR,10-154 (102),spin
S08M032,2,18,15,120.0,147-5(12.3),,1,,4 off 6,14 off 9,KA Pollard,RR,9-215 (109),pace
S08M036,2,14,15,93.33,91-4(14.2),142-6(19.2),0,,3 off 4,11 off 11,KA Pollard,RR,7-148 (120),spin
S08M001,2,1,3,33.33,129-5(13.0),131-9(14.1),0,,1 off 3,,JM Sharma,RCB,10-131 (90),spin
S08M006,1,45,16,281.25,154-5(13.4),217-10(19.0),0,,2 off 2,43 off 14,JM Sharma,RCB,10-217 (114),pace
S08M014,2,13,11,118.18,112-4(15.3),,1,,,13 off 11,JM Sharma,RCB,5-150 (112),spin
S08M022,2,13,5,260.0,140-4(15.3),153-5(16.3),1,,,13 off 5,JM Sharma,RCB,5-178 (108),pace
S08M028,1,21,10,210.0,185-4(16.2),224-5(19.1),0,,,21 off 10,JM Sharma,RCB,6-238 (120),pace
S08M032,1,25,14,178.57,101-4(10.2),133-5(13.3),0,,25 off 14,,JM Sharma,RCB,8-211 (120),pace
S08M038,1,31,14,221.43,74-4(7.5),115-5(11.2),0,,31 off 14,,JM Sharma,RCB,10-126 (92),pace
S08M004,1,4,6,66.67,10-0(1.1),32-1(3.1),1,4 off 6,,,Tushar Raheja,MI,7-168 (120),spin
S08M010,2,57,23,247.83,9-1(1.0),81-2(7.5),0,47 off 16,10 off 7,,Tushar Raheja,MI,7-189 (120),pace
S08M013,2,29,14,207.14,4-0(0.1),35-1(2.5),0,29 off 14,,,Tushar Raheja,MI,10-129 (95),pace
S08M017,1,0,1,0.0,0-1(0.1),0-1(0.1),0,0 off 1,,,Tushar Raheja,MI,5-209 (120),pace
S08M030,2,4,2,200.0,28-0(1.1),28-1(1.2),0,4 off 2,,,Tushar Raheja,MI,8-216 (120),pace
S08M033,2,30,14,214.29,1-0(0.1),38-1(3.3),1,30 off 14,,,Tushar Raheja,MI,3-206 (114),pace
S08M037,2,23,12,191.67,3-0(0.1),63-1(5.1),1,23 off 12,,,Tushar Raheja,MI,4-193 (101),spin
S08M005,1,1,2,50.0,80-3(6.3),81-4(6.5),0,,1 off 2,,YBK Jaiswal,RR,9-143 (120),spin
S08M006,2,32,11,290.91,170-3(15.2),,1,,,32 off 11,YBK Jaiswal,RR,3-218 (109),pace
S08M011,2,28,10,280.0,143-3(16.5),176-4(18.5),0,,,28 off 10,YBK Jaiswal,RR,5-189 (120),neutralish
S08M016,1,14,14,100.0,81-3(9.0),107-4(13.0),0,,14 off 14,,YBK Jaiswal,RR,5-205 (120),pace
S08M021,2,13,10,130.0,82-3(9.0),110-5(11.4),1,,13 off 10,,YBK Jaiswal,RR,8-196 (113),pace
S08M026,2,10,4,250.0,5-0(0.2),12-1(0.5),0,10 off 4,,,YBK Jaiswal,RR,10-154 (102),spin
S08M032,2,6,4,150.0,139-3(11.0),145-4(11.4),1,,6 off 4,,YBK Jaiswal,RR,9-215 (109),pace
S08M036,2,34,12,283.33,102-5(16.0),,0,,,34 off 12,YBK Jaiswal,RR,7-148 (120),spin
S08M005,2,10,5,200.0,56-4(6.5),67-5(8.0),1,,10 off 5,,RD Gaikwad,CSK,7-149 (103),spin
S08M009,2,38,15,253.33,124-4(14.4),201-6(19.3),0,,9 off 3,29 off 12,RD Gaikwad,CSK,7-202 (120),neutralish
S08M012,1,12,8,150.0,0-0(0.1),14-1(1.4),0,12 off 8,,,RD Gaikwad,CSK,10-171 (118),pace
S08M020,2,32,11,290.91,173-4(17.4),,0,,,32 off 11,RD Gaikwad,CSK,5-216 (120),spin
S08M024,1,5,7,71.43,0-0(0.1),13-2(1.5),0,5 off 7,,,RD Gaikwad,CSK,4-186 (120),pace
S08M030,1,14,5,280.0,187-4(18.2),,1,,,14 off 5,RD Gaikwad,CSK,5-218 (120),pace
S08M034,2,0,1,0.0,200-3(17.2),200-4(17.3),0,,,0 off 1,RD Gaikwad,CSK,6-236 (120),spin
S08M040,1,11,7,157.14,123-3(12.2),157-4(15.1),1,,11 off 6,0 off 1,RD Gaikwad,CSK,10-194 (120),neutralish
S08M045,2,13,10,130.0,42-4(9.3),68-7(14.0),0,,13 off 10,,RD Gaikwad,CSK,10-94 (108),spin
S08M013,2,19,11,172.73,24-0(1.3),57-4(5.2),0,19 off 11,,,Rohan Kunnummal,MI,10-129 (95),pace
S08M017,1,83,41,202.44,9-1(1.1),140-2(12.4),0,39 off 17,44 off 24,,Rohan Kunnummal,MI,5-209 (120),pace
S08M022,1,27,16,168.75,3-1(0.4),57-3(5.1),0,27 off 16,,,Rohan Kunnummal,MI,10-172 (117),pace
S08M030,2,2,3,66.67,138-2(12.5),142-3(13.3),0,,2 off 3,,Rohan Kunnummal,MI,8-216 (120),pace
S08M009,2,6,3,200.0,35-1(5.4),37-2(6.0),0,6 off 3,,,V Kohli,CSK,7-202 (120),neutralish
S08M012,1,5,7,71.43,14-1(1.5),24-2(3.3),0,5 off 7,,,V Kohli,CSK,10-171 (118),pace
S08M020,2,0,1,0.0,1-1(0.2),1-1(0.2),0,0 off 1,,,V Kohli,CSK,5-216 (120),spin
S08M024,1,76,49,155.1,5-1(0.4),161-4(18.3),0,17 off 12,39 off 26,20 off 11,V Kohli,CSK,4-186 (120),pace
S08M030,1,21,19,110.53,63-1(6.1),115-2(11.4),1,,21 off 19,,V Kohli,CSK,5-218 (120),pace
S08M034,2,8,6,133.33,187-1(15.4),217-6(19.1),0,,,8 off 6,V Kohli,CSK,6-236 (120),spin
S08M040,1,14,7,200.0,11-0(0.4),40-1(3.4),1,14 off 7,,,V Kohli,CSK,10-194 (120),neutralish
S08M004,2,4,2,200.0,152-5(16.2),152-6(16.3),0,,,4 off 2,Vansh Bedi,PBKS,10-160 (111),spin
S08M007,2,14,7,200.0,146-4(14.3),177-5(16.4),0,,2 off 2,12 off 5,Vansh Bedi,PBKS,9-213 (120),pace
S08M015,2,4,2,200.0,218-5(18.0),225-6(18.3),1,,,4 off 2,Vansh Bedi,PBKS,7-238 (115),spin
S08M018,2,10,4,250.0,106-4(11.3),116-5(12.0),0,,10 off 4,,Vansh Bedi,PBKS,10-151 (101),spin
S08M027,2,9,6,150.0,169-5(17.5),182-7(19.1),0,,,9 off 6,Vansh Bedi,PBKS,9-188 (120),pace
S08M036,1,77,35,220.0,29-2(4.3),156-6(16.2),1,1 off 1,73 off 29,3 off 5,Vansh Bedi,PBKS,10-164 (113),spin
S08M045,1,10,6,166.67,105-2(9.4),117-3(11.0),1,,10 off 6,,Vansh Bedi,PBKS,9-194 (120),spin
S08M019,1,11,8,137.5,81-5(8.4),115-6(12.4),0,,11 off 8,,Jay Gohil,KKR,10-176 (106),pace
S08M023,2,21,15,140.0,115-5(13.2),139-6(16.1),1,,7 off 9,14 off 6,Jay Gohil,KKR,6-160 (111),spin
S08M037,1,58,23,252.17,89-4(10.2),,0,,22 off 13,36 off 10,Jay Gohil,KKR,7-187 (120),spin
S08M042,1,38,17,223.53,116-3(14.2),,1,,2 off 2,36 off 15,Jay Gohil,KKR,3-203 (120),spin
S08M019,1,59,40,147.5,32-2(3.2),138-7(14.5),0,16 off 11,43 off 29,,SS Iyer,KKR,10-176 (106),pace
S08M023,2,9,8,112.5,103-4(11.2),113-5(13.1),1,,9 off 8,,SS Iyer,KKR,6-160 (111),spin
S08M031,2,8,2,400.0,221-3(19.5),,0,,,8 off 2,SS Iyer,KKR,3-223 (120),spin
S08M042,1,49,18,272.22,118-3(14.3),,1,,7 off 3,42 off 15,SS Iyer,KKR,3-203 (120),spin
S08M011,1,13,6,216.67,71-3(8.0),92-4(9.4),1,,13 off 6,,D Brevis,GT,8-200 (120),neutralish
S08M018,1,46,27,170.37,132-3(13.2),,1,,3 off 6,43 off 21,D Brevis,GT,4-197 (120),spin
S08M023,1,28,13,215.38,72-3(7.0),114-5(10.3),0,,28 off 13,,D Brevis,GT,10-159 (105),spin
S08M029,2,4,7,57.14,77-3(7.2),103-4(10.0),1,,4 off 7,,D Brevis,GT,7-187 (116),spin
S08M035,1,31,22,140.91,8-2(1.3),71-4(8.2),0,28 off 18,3 off 4,,D Brevis,GT,8-172 (120),pace
S08M005,1,28,12,233.33,48-2(4.1),79-3(6.2),0,28 off 11,0 off 1,,GD Phillips,RR,9-143 (120),spin
S08M011,2,7,3,233.33,182-4(19.0),,0,,,7 off 3,GD Phillips,RR,5-189 (120),neutralish
S08M016,1,9,6,150.0,109-4(13.2),134-5(15.2),0,,9 off 5,0 off 1,GD Phillips,RR,5-205 (120),pace
S08M021,2,46,25,184.0,88-4(9.4),175-7(17.2),1,,28 off 17,18 off 8,GD Phillips,RR,8-196 (113),pace
S08M026,2,5,5,100.0,86-3(6.5),95-4(8.1),0,,5 off 5,,GD Phillips,RR,10-154 (102),spin
S08M032,2,21,11,190.91,102-2(7.4),138-3(10.5),1,,21 off 11,,GD Phillips,RR,9-215 (109),pace
S08M036,2,5,7,71.43,84-3(12.3),91-4(14.1),0,,5 off 7,,GD Phillips,RR,7-148 (120),spin
S08M005,1,0,2,0.0,19-0(1.1),19-1(1.2),0,0 off 2,,,PD Salt,RR,9-143 (120),spin
S08M006,2,67,34,197.06,16-0(1.1),114-2(10.1),1,42 off 22,25 off 12,,PD Salt,RR,3-218 (109),pace
S08M011,2,1,3,33.33,2-0(0.3),12-1(1.2),0,1 off 3,,,PD Salt,RR,5-189 (120),neutralish
S08M016,1,34,27,125.93,14-0(0.4),79-2(8.2),0,22 off 20,12 off 7,,PD Salt,RR,5-205 (120),pace
S08M021,2,10,7,142.86,7-0(1.0),20-1(2.2),1,10 off 7,,,PD Salt,RR,8-196 (113),pace
S08M032,2,6,6,100.0,25-0(1.1),33-1(2.1),1,6 off 6,,,PD Salt,RR,9-215 (109),pace
S08M004,2,50,40,125.0,7-0(0.2),99-3(11.2),0,26 off 24,24 off 16,,MS Pepper,PBKS,10-160 (111),spin
S08M033,1,64,40,160.0,28-2(2.4),141-5(14.4),0,36 off 13,28 off 27,,MS Pepper,PBKS,6-204 (120),pace
S08M034,2,74,41,180.49,18-0(1.2),186-1(15.3),0,23 off 14,50 off 25,1 off 2,JM Vince,CSK,6-236 (120),spin
S08M040,1,36,23,156.52,6-0(0.1),80-2(6.4),1,35 off 21,1 off 2,,JM Vince,CSK,10-194 (120),neutralish
S08M005,2,29,23,126.09,1-1(0.2),52-4(6.4),1,15 off 19,14 off 4,,AM Rahane,CSK,7-149 (103),spin
S08M020,2,57,44,129.55,1-1(0.3),134-2(13.3),0,27 off 21,30 off 23,,AM Rahane,CSK,5-216 (120),spin
S08M030,1,22,17,129.41,12-0(1.1),50-1(5.2),1,22 off 17,,,AM Rahane,CSK,5-218 (120),pace
S08M045,2,2,10,20.0,1-0(0.2),7-1(2.3),0,2 off 10,,,AM Rahane,CSK,10-94 (108),spin
S08M010,2,22,7,314.29,169-6(18.2),,0,,,22 off 7,Abhishek Tanwar,MI,7-189 (120),pace
S08M013,2,25,16,156.25,70-6(6.5),115-7(11.3),0,,25 off 16,,Abhishek Tanwar,MI,10-129 (95),pace
S08M022,1,52,28,185.71,89-5(10.0),171-9(19.1),0,,43 off 19,9 off 9,Abhishek Tanwar,MI,10-172 (117),pace
S08M030,2,0,1,0.0,187-7(17.5),187-7(17.5),0,,,0 off 1,Abhishek Tanwar,MI,8-216 (120),pace
S08M005,2,0,1,0.0,10-3(2.0),10-3(2.0),1,0 off 1,,,KK Nair,CSK,7-149 (103),spin
S08M009,2,46,24,191.67,40-2(6.3),142-5(15.4),0,,40 off 22,6 off 2,KK Nair,CSK,7-202 (120),neutralish
S08M012,1,16,7,228.57,25-2(3.4),48-3(5.2),0,16 off 7,,,KK Nair,CSK,10-171 (118),pace
S08M020,2,21,11,190.91,135-2(13.4),168-3(16.3),0,,8 off 5,13 off 6,KK Nair,CSK,5-216 (120),spin
S08M024,1,11,8,137.5,13-2(2.0),34-3(4.3),0,11 off 8,,,KK Nair,CSK,4-186 (120),pace
S08M030,1,3,5,60.0,164-3(16.4),183-4(18.1),1,,,3 off 5,KK Nair,CSK,5-218 (120),pace
S08M034,2,0,1,0.0,199-3(17.2),199-3(17.2),0,,,0 off 1,KK Nair,CSK,6-236 (120),spin
S08M040,1,0,1,0.0,157-5(15.2),157-5(15.2),1,,,0 off 1,KK Nair,CSK,10-194 (120),neutralish
S08M005,2,42,31,135.48,19-3(4.0),128-6(15.3),1,16 off 8,25 off 21,1 off 2,H Klaasen,CSK,7-149 (103),spin
S08M009,2,43,27,159.26,42-3(7.0),122-4(14.3),0,,43 off 27,,H Klaasen,CSK,7-202 (120),neutralish
S08M012,1,9,4,225.0,86-5(9.5),91-6(10.2),0,,9 off 4,,H Klaasen,CSK,10-171 (118),pace
S08M020,2,3,4,75.0,169-3(16.4),173-4(17.3),0,,,3 off 4,H Klaasen,CSK,5-216 (120),spin
S08M045,2,0,1,0.0,7-2(2.4),7-2(2.4),0,0 off 1,,,H Klaasen,CSK,10-94 (108),spin
S08M028,2,12,3,400.0,200-3(17.3),206-4(17.5),1,,,12 off 3,JC Buttler,DC,4-242 (116),pace
S08M034,1,58,30,193.33,82-2(7.5),,1,,36 off 21,22 off 9,JC Buttler,DC,3-250 (120),spin
S08M038,2,4,3,133.33,120-3(10.4),,1,,4 off 3,,JC Buttler,DC,3-130 (69),pace
S08M042,2,12,9,133.33,10-1(1.2),36-2(3.4),0,12 off 9,,,JC Buttler,DC,10-189 (117),spin
S08M018,1,14,10,140.0,8-1(1.0),24-2(2.5),1,14 off 10,,,C Connolly,GT,4-197 (120),spin
S08M023,1,21,15,140.0,6-1(0.5),45-2(5.1),0,21 off 15,,,C Connolly,GT,10-159 (105),spin
S08M029,2,47,39,120.51,41-1(3.4),153-5(16.4),1,13 off 7,32 off 28,2 off 4,C Connolly,GT,7-187 (116),spin
S08M003,2,19,15,126.67,1-0(0.2),44-1(4.4),1,19 off 15,,,FH Allen,LSG,8-211 (114),pace
S08M008,1,9,10,90.0,8-0(0.4),53-1(4.5),0,9 off 10,,,FH Allen,LSG,4-210 (120),spin
S08M014,1,30,24,125.0,13-1(1.1),78-3(8.5),0,22 off 16,8 off 8,,FH Allen,LSG,8-145 (120),spin
S08M027,1,20,18,111.11,2-0(0.1),59-2(6.2),1,20 off 16,0 off 2,,FH Allen,LSG,4-195 (120),pace
S08M031,1,1,8,12.5,14-0(1.1),15-1(2.3),1,1 off 8,,,FH Allen,LSG,3-224 (120),spin
S08M009,1,57,23,247.83,4-0(0.1),97-2(8.5),1,31 off 13,26 off 10,,J Fraser-McGurk,KKR,6-209 (120),neutralish
S08M013,1,1,3,33.33,0-0(0.1),5-3(1.1),1,1 off 3,,,J Fraser-McGurk,KKR,10-130 (93),pace
S08M019,1,1,3,33.33,2-0(0.3),8-1(1.1),0,1 off 3,,,J Fraser-McGurk,KKR,10-176 (106),pace
S08M023,2,8,5,160.0,0-0(0.1),8-1(0.5),1,8 off 5,,,J Fraser-McGurk,KKR,6-160 (111),spin
S08M037,1,11,11,100.0,0-0(0.1),36-2(4.1),0,11 off 11,,,J Fraser-McGurk,KKR,7-187 (120),spin
S08M035,2,76,51,149.02,15-0(1.1),150-2(16.5),1,21 off 18,50 off 27,5 off 6,BM Duckett,SRH,4-174 (115),pace
S08M009,1,20,9,222.22,173-6(17.3),,1,,,20 off 9,Shahbaz Ahmed,KKR,6-209 (120),neutralish
S08M013,1,37,20,185.0,24-5(3.0),108-6(10.3),1,23 off 8,14 off 12,,Shahbaz Ahmed,KKR,10-130 (93),pace
S08M019,1,8,4,200.0,75-4(8.0),80-5(8.4),0,,8 off 4,,Shahbaz Ahmed,KKR,10-176 (106),pace
S08M026,1,1,3,33.33,103-3(9.5),109-4(10.5),1,,1 off 3,,Shahbaz Ahmed,KKR,10-170 (107),spin
S08M037,1,9,10,90.0,88-3(9.5),105-5(12.3),0,,9 off 10,,Shahbaz Ahmed,KKR,7-187 (120),spin
