match_id,innings,runs,balls,SR,post_1st_strike_score,exit_pt_score,win,PP_perf,Middle_perf,Death_perf,batter,team,team_total
S06M013,2,8,4,200.0,30-1(4.2),47-2(5.4),0.5,8 off 4,,,SP Narine,KKR,10-133 (107)
S06M018,2,57,33,172.73,1-0(0.2),102-2(10.1),0.0,33 off 21,24 off 12,,SP Narine,KKR,9-179 (120)
S06M025,1,23,15,153.33,9-0(0.5),49-1(6.3),1.0,22 off 13,1 off 2,,SP Narine,KKR,4-187 (120)
S06M029,1,1,3,33.33,2-0(0.3),4-1(1.2),1.0,1 off 3,,,SP Narine,KKR,9-139 (120)
S06M032,2,1,3,33.33,8-0(1.0),8-1(1.2),0.0,1 off 3,,,SP Narine,KKR,6-196 (120)
S06M037,1,58,26,223.08,12-0(0.4),119-2(9.5),1.0,32 off 15,26 off 11,,SP Narine,KKR,8-224 (120)
S06M003,2,13,6,216.67,123-2(14.3),138-5(16.0),0.0,,1 off 2,12 off 4,Kartik Sharma,SRH,10-158 (119)
S06M006,2,31,14,221.43,167-2(15.0),,1.0,,4 off 1,27 off 13,Kartik Sharma,SRH,3-210 (114)
S06M011,1,21,8,262.5,137-3(12.2),166-4(14.3),1.0,,21 off 8,,Kartik Sharma,SRH,8-201 (120)
S06M019,1,36,19,189.47,7-2(1.5),54-3(6.2),1.0,36 off 18,0 off 1,,Kartik Sharma,SRH,10-190 (120)
S06M023,1,25,11,227.27,34-2(3.1),58-3(5.3),0.0,25 off 11,,,Kartik Sharma,SRH,6-184 (120)
S06M030,1,29,12,241.67,78-2(6.4),118-3(10.0),1.0,,29 off 12,,Kartik Sharma,SRH,9-202 (120)
S06M032,1,16,13,123.08,127-2(11.2),185-3(17.0),1.0,,12 off 10,4 off 3,Kartik Sharma,SRH,4-222 (120)
S06M040,2,25,15,166.67,10-2(1.2),70-3(5.5),0.0,25 off 15,,,Kartik Sharma,SRH,10-107 (78)
S06M008,2,41,25,164.0,92-3(8.5),,1.0,,34 off 19,7 off 6,WL Madsen,MI,3-176 (104)
S06M015,2,17,7,242.86,193-2(16.3),,1.0,,,17 off 7,WL Madsen,MI,2-218 (113)
S06M018,1,47,28,167.86,59-3(6.2),167-5(17.1),1.0,,35 off 21,12 off 7,WL Madsen,MI,6-193 (120)
S06M021,2,59,45,131.11,23-2(1.5),164-5(16.3),0.0,10 off 14,46 off 28,3 off 3,WL Madsen,MI,6-225 (120)
S06M034,1,32,26,123.08,131-2(9.3),,1.0,,16 off 16,16 off 10,WL Madsen,MI,5-238 (120)
S06M001,1,57,28,203.57,90-4(11.2),,1.0,,13 off 11,44 off 17,Sameer Rizvi,LSG,6-189 (120)
S06M006,1,2,1,200.0,204-4(20.0),,0.0,,,2 off 1,Sameer Rizvi,LSG,4-204 (120)
S06M014,1,36,18,200.0,136-4(13.2),,1.0,,3 off 3,33 off 15,Sameer Rizvi,LSG,5-210 (120)
S06M017,1,26,13,200.0,164-4(17.0),192-5(19.4),1.0,,,26 off 13,Sameer Rizvi,LSG,5-194 (120)
S06M030,2,14,6,233.33,153-4(17.2),,0.0,,,14 off 6,Sameer Rizvi,LSG,5-184 (120)
S06M033,2,23,13,176.92,126-4(12.2),,1.0,,11 off 5,12 off 8,Sameer Rizvi,LSG,9-155 (109)
S06M036,2,35,17,205.88,93-4(11.0),149-6(17.0),0.0,,20 off 12,15 off 5,Sameer Rizvi,LSG,8-186 (120)
S06M002,2,19,16,118.75,74-3(8.0),121-4(13.2),0.0,,19 off 16,,N Sindhu,DC,6-205 (120)
S06M008,1,22,13,169.23,29-2(4.3),78-5(9.4),0.0,3 off 3,19 off 10,,N Sindhu,DC,8-173 (120)
S06M011,2,6,2,300.0,195-3(19.4),195-4(19.5),0.0,,,6 off 2,N Sindhu,DC,4-199 (120)
S06M016,1,11,4,275.0,107-5(10.4),112-6(11.1),0.0,,11 off 4,,N Sindhu,DC,8-205 (120)
S06M023,2,23,7,328.57,153-3(15.4),,1.0,,,23 off 7,N Sindhu,DC,4-185 (110)
S06M027,2,20,12,166.67,143-3(13.2),174-6(17.2),1.0,,6 off 6,14 off 6,N Sindhu,DC,8-206 (120)
S06M035,1,46,29,158.62,19-2(1.4),135-4(11.3),0.0,14 off 13,32 off 16,,N Sindhu,DC,7-238 (120)
S06M039,2,46,22,209.09,13-2(1.4),100-4(8.5),1.0,21 off 11,25 off 11,,N Sindhu,DC,7-167 (91)
S06M002,1,5,7,71.43,199-3(17.2),218-4(19.4),1.0,,,5 off 7,TP Ura,PBKS,4-224 (120)
S06M009,2,62,32,193.75,34-3(4.0),128-5(13.3),1.0,17 off 10,45 off 22,,TP Ura,PBKS,8-178 (115)
S06M013,1,34,19,178.95,64-3(6.3),115-5(13.1),0.5,,34 off 19,,TP Ura,PBKS,10-133 (105)
S06M020,1,27,14,192.86,109-3(13.0),159-5(18.1),1.0,,4 off 5,23 off 9,TP Ura,PBKS,6-170 (120)
S06M022,1,4,4,100.0,26-3(3.5),34-4(4.5),0.0,4 off 4,,,TP Ura,PBKS,10-90 (100)
S06M026,1,49,30,163.33,85-3(10.3),174-5(18.5),0.0,,21 off 16,28 off 14,TP Ura,PBKS,5-187 (120)
S06M016,2,7,3,233.33,180-2(16.4),183-3(17.2),1.0,,,7 off 3,Salil Arora,RCB,5-208 (120)
S06M024,1,90,43,209.3,56-1(3.5),,0.0,19 off 6,28 off 22,43 off 15,Salil Arora,RCB,7-213 (120)
S06M026,2,26,15,173.33,113-2(11.3),,1.0,,14 off 10,12 off 5,Salil Arora,RCB,5-189 (105)
S06M034,2,26,16,162.5,136-2(10.5),192-3(15.5),0.0,,18 off 13,8 off 3,Salil Arora,RCB,6-229 (120)
S06M040,1,30,13,230.77,51-2(4.2),93-5(8.5),1.0,18 off 6,12 off 7,,Salil Arora,RCB,6-197 (120)
S06M005,2,61,33,184.85,93-3(8.3),,1.0,,28 off 17,33 off 16,JM Sharma,RCB,5-225 (120)
S06M010,2,20,14,142.86,143-4(13.0),184-7(18.1),1.0,,1 off 2,19 off 12,JM Sharma,RCB,7-189 (113)
S06M014,2,15,7,214.29,89-3(7.2),105-4(9.1),0.0,,15 off 7,,JM Sharma,RCB,10-131 (91)
S06M016,2,5,4,125.0,187-3(17.3),191-4(18.2),1.0,,,5 off 4,JM Sharma,RCB,5-208 (120)
S06M024,1,0,1,0.0,173-4(16.0),173-4(16.0),0.0,,,0 off 1,JM Sharma,RCB,7-213 (120)
S06M026,2,9,5,180.0,142-4(14.2),151-5(15.2),1.0,,9 off 4,0 off 1,JM Sharma,RCB,5-189 (105)
S06M034,2,5,4,125.0,192-3(16.0),206-4(17.2),0.0,,,5 off 4,JM Sharma,RCB,6-229 (120)
S06M040,1,60,33,181.82,93-5(9.0),,1.0,,35 off 20,25 off 13,JM Sharma,RCB,6-197 (120)
S06M005,1,55,33,166.67,11-0(1.0),111-2(10.2),0.0,29 off 19,26 off 14,,Urvil Patel,MI,3-223 (120)
S06M008,2,19,12,158.33,2-0(0.2),36-1(3.3),1.0,19 off 12,,,Urvil Patel,MI,3-176 (104)
S06M018,1,25,14,178.57,3-0(0.3),52-2(5.4),1.0,25 off 14,,,Urvil Patel,MI,6-193 (120)
S06M034,1,32,20,160.0,27-0(1.2),88-1(6.5),1.0,30 off 17,2 off 3,,Urvil Patel,MI,5-238 (120)
S06M036,1,38,28,135.71,13-0(0.3),72-1(7.3),1.0,31 off 22,7 off 6,,Urvil Patel,MI,5-234 (120)
S06M003,1,29,22,131.82,104-3(10.5),,1.0,,13 off 12,16 off 10,RG Sharma,KKR,7-175 (120)
S06M009,1,52,24,216.67,81-3(8.3),138-4(13.3),0.0,,52 off 24,,RG Sharma,KKR,8-177 (120)
S06M013,2,2,3,66.67,96-3(10.5),100-4(11.4),0.5,,2 off 3,,RG Sharma,KKR,10-133 (107)
S06M018,2,0,1,0.0,112-4(11.2),112-4(11.2),0.0,,0 off 1,,RG Sharma,KKR,9-179 (120)
S06M025,1,60,36,166.67,57-2(7.2),176-3(18.2),1.0,,31 off 24,29 off 12,RG Sharma,KKR,4-187 (120)
S06M029,1,5,5,100.0,46-2(4.3),51-4(5.3),1.0,5 off 5,,,RG Sharma,KKR,9-139 (120)
S06M032,2,14,6,233.33,135-3(15.2),,0.0,,,14 off 6,RG Sharma,KKR,6-196 (120)
S06M037,1,7,11,63.64,120-2(10.0),136-3(12.4),1.0,,7 off 11,,RG Sharma,KKR,8-224 (120)
S06M001,2,20,12,166.67,6-0(0.3),43-3(5.2),0.0,20 off 12,,,V Kohli,RR,10-186 (120)
S06M007,1,13,10,130.0,8-0(0.4),39-2(3.5),1.0,13 off 10,,,V Kohli,RR,7-211 (120)
S06M012,1,35,23,152.17,1-0(0.1),72-2(8.4),0.0,29 off 15,6 off 8,,V Kohli,RR,5-200 (120)
S06M020,2,0,1,0.0,0-1(0.1),0-1(0.1),0.0,0 off 1,,,V Kohli,RR,9-145 (120)
S06M025,2,32,19,168.42,4-0(0.1),58-2(6.0),0.0,32 off 19,,,V Kohli,RR,9-181 (120)
S06M027,1,0,1,0.0,93-4(9.5),93-4(9.5),0.0,,0 off 1,,V Kohli,RR,7-205 (120)
S06M033,1,49,29,168.97,13-1(1.4),113-5(13.2),0.0,24 off 10,25 off 19,,V Kohli,RR,9-154 (120)
S06M038,2,15,10,150.0,0-0(0.1),24-1(2.5),1.0,15 off 10,,,V Kohli,RR,8-169 (109)
S06M004,1,2,3,66.67,171-3(17.2),181-4(18.2),1.0,,,2 off 3,Chirag Jani,CSK,4-195 (120)
S06M015,1,73,41,178.05,59-3(5.5),,0.0,4 off 2,35 off 25,34 off 14,Chirag Jani,CSK,5-217 (120)
S06M022,2,9,6,150.0,79-4(9.5),,1.0,,9 off 6,,Chirag Jani,CSK,5-92 (71)
S06M028,1,38,11,345.45,136-3(14.2),184-5(17.2),1.0,,2 off 2,36 off 9,Chirag Jani,CSK,6-201 (120)
S06M031,2,11,6,183.33,110-4(13.3),123-5(14.5),0.0,,11 off 6,,Chirag Jani,CSK,9-183 (120)
S06M038,1,24,16,150.0,60-3(6.5),101-4(11.1),0.0,,24 off 16,,Chirag Jani,CSK,7-167 (120)
S06M004,1,4,5,80.0,183-4(18.3),,1.0,,,4 off 5,KA Pollard,CSK,4-195 (120)
S06M007,2,31,17,182.35,57-3(7.3),131-4(13.5),0.0,,31 off 17,,KA Pollard,CSK,8-190 (120)
S06M015,1,43,18,238.89,139-4(14.4),217-5(20.0),0.0,,5 off 2,38 off 16,KA Pollard,CSK,5-217 (120)
S06M022,2,38,22,172.73,6-2(1.3),54-3(6.5),1.0,31 off 18,7 off 4,,KA Pollard,CSK,5-92 (71)
S06M031,2,6,5,120.0,51-2(6.2),63-3(7.4),0.0,,6 off 5,,KA Pollard,CSK,9-183 (120)
S06M038,1,24,13,184.62,102-4(11.2),141-7(15.5),0.0,,19 off 9,5 off 4,KA Pollard,CSK,7-167 (120)
S06M001,1,14,12,116.67,17-2(2.3),48-3(6.5),1.0,13 off 10,1 off 2,,SS Iyer,LSG,6-189 (120)
S06M006,1,19,8,237.5,164-3(17.3),,0.0,,,19 off 8,SS Iyer,LSG,4-204 (120)
S06M014,1,39,19,205.26,68-2(7.0),135-4(13.1),1.0,,39 off 19,,SS Iyer,LSG,5-210 (120)
S06M017,1,20,16,125.0,124-2(11.0),153-3(15.2),1.0,,20 off 15,0 off 1,SS Iyer,LSG,5-194 (120)
S06M030,2,41,32,128.12,78-2(8.3),158-5(18.3),0.0,,25 off 20,16 off 12,SS Iyer,LSG,5-184 (120)
S06M033,2,4,3,133.33,30-2(2.3),35-3(2.5),1.0,4 off 3,,,SS Iyer,LSG,9-155 (109)
S06M036,2,2,4,50.0,84-2(9.0),92-3(10.1),0.0,,2 off 4,,SS Iyer,LSG,8-186 (120)
S06M002,1,6,2,300.0,218-4(19.5),,1.0,,,6 off 2,Shashank Singh,PBKS,4-224 (120)
S06M009,2,15,13,115.38,105-4(11.0),152-6(15.5),1.0,,15 off 12,0 off 1,Shashank Singh,PBKS,8-178 (115)
S06M013,1,19,25,76.0,64-4(6.5),125-6(14.4),0.5,,19 off 25,,Shashank Singh,PBKS,10-133 (105)
S06M020,1,24,12,200.0,120-4(15.3),,1.0,,,24 off 12,Shashank Singh,PBKS,6-170 (120)
S06M022,1,23,13,176.92,34-4(5.0),65-7(9.2),0.0,16 off 5,7 off 8,,Shashank Singh,PBKS,10-90 (100)
S06M026,1,16,10,160.0,150-4(16.5),,0.0,,,16 off 10,Shashank Singh,PBKS,5-187 (120)
S06M031,1,26,12,216.67,171-4(16.4),,1.0,,,26 off 12,Shashank Singh,PBKS,4-218 (120)
S06M039,1,7,10,70.0,97-4(9.3),119-6(13.2),0.0,,7 off 10,,Shashank Singh,PBKS,8-166 (120)
S06M003,2,3,5,60.0,140-5(16.2),144-6(17.2),0.0,,,3 off 5,RA Jadeja,SRH,10-158 (119)
S06M011,1,19,11,172.73,174-5(15.2),193-7(18.1),1.0,,,19 off 11,RA Jadeja,SRH,8-201 (120)
S06M019,1,18,10,180.0,155-5(14.5),178-6(17.1),1.0,,3 off 2,15 off 8,RA Jadeja,SRH,10-190 (120)
S06M023,1,42,29,144.83,74-5(8.4),183-6(19.4),0.0,,23 off 16,19 off 13,RA Jadeja,SRH,6-184 (120)
S06M030,1,24,14,171.43,137-5(12.5),170-6(16.4),1.0,,7 off 8,17 off 6,RA Jadeja,SRH,9-202 (120)
S06M040,2,18,15,120.0,87-4(7.2),107-8(12.1),0.0,,18 off 15,,RA Jadeja,SRH,10-107 (78)
S06M004,2,11,6,183.33,101-4(11.4),112-5(12.3),0.0,,11 off 6,,GD Phillips,GT,9-178 (120)
S06M010,1,55,25,220.0,84-4(8.4),156-6(16.0),0.0,,37 off 19,18 off 6,GD Phillips,GT,8-188 (120)
S06M012,2,0,2,0.0,169-4(16.2),170-5(16.4),1.0,,,0 off 2,GD Phillips,GT,7-205 (119)
S06M017,2,30,25,120.0,92-4(10.2),,0.0,,12 off 11,18 off 14,GD Phillips,GT,7-172 (120)
S06M024,2,26,7,371.43,185-4(17.5),,1.0,,,26 off 7,GD Phillips,GT,4-214 (115)
S06M003,1,15,10,150.0,141-6(16.2),165-7(18.5),1.0,,,15 off 10,Ravi Singh,KKR,7-175 (120)
S06M009,1,1,2,50.0,147-5(14.3),147-6(15.1),0.0,,1 off 1,0 off 1,Ravi Singh,KKR,8-177 (120)
S06M013,2,10,5,200.0,120-6(14.0),131-8(16.2),0.5,,6 off 1,4 off 4,Ravi Singh,KKR,10-133 (107)
S06M018,2,40,22,181.82,113-5(11.5),172-9(18.2),0.0,,31 off 12,9 off 10,Ravi Singh,KKR,9-179 (120)
S06M029,1,10,8,125.0,47-3(5.0),62-5(7.3),1.0,0 off 1,10 off 7,,Ravi Singh,KKR,9-139 (120)
S06M032,2,9,4,225.0,139-4(15.4),148-5(16.2),0.0,,,9 off 4,Ravi Singh,KKR,6-196 (120)
S06M037,1,27,14,192.86,140-3(12.5),185-6(17.1),1.0,,23 off 9,4 off 5,Ravi Singh,KKR,8-224 (120)
S06M004,1,25,15,166.67,142-2(14.5),,1.0,,1 off 1,24 off 14,T Stubbs,CSK,4-195 (120)
S06M007,2,8,11,72.73,39-2(4.3),56-3(7.2),0.0,6 off 7,2 off 4,,T Stubbs,CSK,8-190 (120)
S06M015,1,38,27,140.74,63-3(6.1),138-4(14.3),0.0,,38 off 27,,T Stubbs,CSK,5-217 (120)
S06M028,1,37,23,160.87,73-2(7.3),139-4(15.1),1.0,,37 off 22,0 off 1,T Stubbs,CSK,6-201 (120)
S06M038,1,0,1,0.0,59-3(6.4),59-3(6.4),0.0,,0 off 1,,T Stubbs,CSK,7-167 (120)
S06M001,2,30,18,166.67,104-5(12.5),168-7(18.2),0.0,,10 off 7,20 off 11,Abishek Porel,RR,10-186 (120)
S06M007,1,7,8,87.5,87-4(8.0),118-6(10.5),1.0,,7 off 8,,Abishek Porel,RR,7-211 (120)
S06M020,2,26,26,100.0,1-1(0.3),55-3(8.0),0.0,22 off 20,4 off 6,,Abishek Porel,RR,9-145 (120)
S06M027,1,43,31,138.71,4-0(0.1),93-3(9.4),0.0,35 off 21,8 off 10,,Abishek Porel,RR,7-205 (120)
S06M033,1,2,6,33.33,1-0(0.1),7-1(1.3),0.0,2 off 6,,,Abishek Porel,RR,9-154 (120)
S06M003,2,1,2,50.0,125-3(15.0),125-4(15.1),0.0,,1 off 1,0 off 1,VR Iyer,SRH,10-158 (119)
S06M006,2,8,8,100.0,180-3(15.5),,1.0,,,8 off 8,VR Iyer,SRH,3-210 (114)
S06M011,1,6,6,100.0,166-4(14.4),179-6(16.0),1.0,,1 off 2,5 off 4,VR Iyer,SRH,8-201 (120)
S06M019,1,66,34,194.12,55-3(6.3),190-8(18.4),1.0,,51 off 25,15 off 9,VR Iyer,SRH,10-190 (120)
S06M023,1,1,3,33.33,58-3(5.4),65-4(6.3),0.0,1 off 2,0 off 1,,VR Iyer,SRH,6-184 (120)
S06M030,1,7,6,116.67,120-3(10.2),128-4(11.3),1.0,,7 off 6,,VR Iyer,SRH,9-202 (120)
S06M032,1,17,9,188.89,189-3(17.3),,1.0,,,17 off 9,VR Iyer,SRH,4-222 (120)
S06M015,2,91,45,202.22,10-0(0.5),188-2(16.1),1.0,32 off 16,49 off 25,10 off 4,Atharva Taide,MI,2-218 (113)
S06M021,2,6,4,150.0,12-0(0.4),18-1(1.2),0.0,6 off 4,,,Atharva Taide,MI,6-225 (120)
S06M029,2,6,3,200.0,9-1(0.5),27-2(2.1),0.0,6 off 3,,,Atharva Taide,MI,10-76 (70)
S06M001,2,15,7,214.29,152-6(17.0),178-9(19.2),0.0,,,15 off 7,JG Bethell,RR,10-186 (120)
S06M007,1,34,23,147.83,120-6(11.0),207-7(19.1),1.0,,13 off 14,21 off 9,JG Bethell,RR,7-211 (120)
S06M012,1,14,8,175.0,169-4(17.2),198-5(19.3),0.0,,,14 off 8,JG Bethell,RR,5-200 (120)
S06M020,2,3,5,60.0,127-6(15.5),132-7(16.5),0.0,,,3 off 5,JG Bethell,RR,9-145 (120)
S06M025,2,18,7,257.14,138-6(15.4),,0.0,,,18 off 7,JG Bethell,RR,9-181 (120)
S06M027,1,17,14,121.43,109-5(11.3),183-7(17.1),0.0,,9 off 9,8 off 5,JG Bethell,RR,7-205 (120)
S06M033,1,0,1,0.0,113-6(13.3),113-6(13.3),0.0,,0 off 1,,JG Bethell,RR,9-154 (120)
S06M001,2,9,4,225.0,13-1(1.3),23-2(2.2),0.0,9 off 4,,,S Dube,RR,10-186 (120)
S06M007,1,42,19,221.05,12-1(1.2),79-3(7.0),1.0,34 off 15,8 off 4,,S Dube,RR,7-211 (120)
S06M012,1,17,16,106.25,62-1(7.3),101-3(12.1),0.0,,17 off 16,,S Dube,RR,5-200 (120)
S06M020,2,4,4,100.0,1-1(0.2),15-2(1.4),0.0,4 off 4,,,S Dube,RR,9-145 (120)
S06M027,1,9,4,225.0,49-1(4.3),65-2(5.4),0.0,9 off 4,,,S Dube,RR,7-205 (120)
S06M033,1,20,18,111.11,93-4(10.4),144-8(17.5),0.0,,17 off 12,3 off 6,S Dube,RR,9-154 (120)
S06M038,2,0,4,0.0,24-1(3.0),25-3(3.5),1.0,0 off 4,,,S Dube,RR,8-169 (109)
S06M014,2,16,9,177.78,106-5(9.5),,0.0,,16 off 9,,Sakibul Gani,RCB,10-131 (91)
S06M016,2,7,6,116.67,195-4(18.3),202-5(19.3),1.0,,,7 off 6,Sakibul Gani,RCB,5-208 (120)
S06M026,2,27,9,300.0,151-5(15.3),,1.0,,,27 off 9,Sakibul Gani,RCB,5-189 (105)
S06M034,2,20,10,200.0,206-4(17.3),228-5(19.2),0.0,,,20 off 10,Sakibul Gani,RCB,6-229 (120)
S06M040,1,30,25,120.0,92-4(8.1),169-6(16.3),1.0,,26 off 19,4 off 6,Sakibul Gani,RCB,6-197 (120)
S06M002,1,42,26,161.54,139-2(11.4),,1.0,,12 off 13,30 off 13,TH David,PBKS,4-224 (120)
S06M009,2,35,18,194.44,132-5(13.4),,1.0,,9 off 6,26 off 12,TH David,PBKS,8-178 (115)
S06M013,1,0,1,0.0,63-3(6.2),63-3(6.2),0.5,,0 off 1,,TH David,PBKS,10-133 (105)
S06M020,1,5,8,62.5,159-5(18.2),170-6(20.0),1.0,,,5 off 8,TH David,PBKS,6-170 (120)
S06M031,1,1,4,25.0,171-3(16.0),171-4(16.3),1.0,,,1 off 4,TH David,PBKS,4-218 (120)
S06M039,1,17,9,188.89,79-3(7.2),104-5(10.0),0.0,,17 off 9,,TH David,PBKS,8-166 (120)
S06M009,2,0,1,0.0,32-3(3.5),32-3(3.5),1.0,0 off 1,,,Smaran Ravichandran,PBKS,8-178 (115)
S06M020,1,38,34,111.76,44-2(4.4),119-4(15.2),1.0,14 off 8,24 off 25,0 off 1,Smaran Ravichandran,PBKS,6-170 (120)
S06M022,1,0,1,0.0,25-3(3.4),25-3(3.4),0.0,0 off 1,,,Smaran Ravichandran,PBKS,10-90 (100)
S06M026,1,34,22,154.55,67-2(8.2),149-4(16.4),0.0,,27 off 19,7 off 3,Smaran Ravichandran,PBKS,5-187 (120)
S06M031,1,18,11,163.64,139-2(12.4),170-3(15.5),1.0,,11 off 8,7 off 3,Smaran Ravichandran,PBKS,4-218 (120)
S06M039,1,7,3,233.33,73-2(6.3),78-3(7.1),0.0,,7 off 3,,Smaran Ravichandran,PBKS,8-166 (120)
S06M004,2,14,7,200.0,146-6(16.4),,0.0,,,14 off 7,V Nigam,GT,9-178 (120)
S06M010,1,29,25,116.0,112-5(11.5),,0.0,,5 off 11,24 off 14,V Nigam,GT,8-188 (120)
S06M012,2,12,6,200.0,177-7(18.0),,1.0,,,12 off 6,V Nigam,GT,7-205 (119)
S06M017,2,27,18,150.0,113-6(13.3),151-7(18.1),0.0,,10 off 7,17 off 11,V Nigam,GT,7-172 (120)
S06M028,2,14,9,155.56,163-5(14.0),178-7(16.3),0.0,,8 off 4,6 off 5,V Nigam,GT,10-196 (109)
S06M001,2,5,6,83.33,0-0(0.1),9-1(1.2),0.0,5 off 6,,,Ankit Kumar,RR,10-186 (120)
S06M007,1,7,5,140.0,0-0(0.1),11-1(1.1),1.0,7 off 5,,,Ankit Kumar,RR,7-211 (120)
S06M012,1,26,24,108.33,2-0(0.2),61-1(7.1),0.0,19 off 21,7 off 3,,Ankit Kumar,RR,5-200 (120)
S06M025,2,31,20,155.0,60-2(6.3),128-4(13.1),0.0,,31 off 20,,Ankit Kumar,RR,9-181 (120)
S06M027,1,27,18,150.0,71-2(5.5),108-5(11.2),0.0,10 off 2,17 off 16,,Ankit Kumar,RR,7-205 (120)
S06M003,1,10,10,100.0,111-4(11.3),122-5(14.1),1.0,,10 off 10,,YK Pathan,KKR,7-175 (120)
S06M009,1,2,5,40.0,147-6(15.2),154-7(16.2),0.0,,,2 off 5,YK Pathan,KKR,8-177 (120)
S06M013,2,11,8,137.5,106-4(11.5),114-6(13.5),0.5,,11 off 8,,YK Pathan,KKR,10-133 (107)
S06M018,2,3,3,100.0,116-6(13.0),149-7(14.5),0.0,,3 off 3,,YK Pathan,KKR,9-179 (120)
S06M025,1,1,4,25.0,186-4(19.2),,1.0,,,1 off 4,YK Pathan,KKR,4-187 (120)
S06M029,1,42,38,110.53,51-4(5.4),136-7(18.0),1.0,0 off 3,31 off 27,11 off 8,YK Pathan,KKR,9-139 (120)
S06M032,2,24,10,240.0,149-5(16.3),179-6(18.2),0.0,,,24 off 10,YK Pathan,KKR,6-196 (120)
S06M037,1,2,3,66.67,182-4(16.2),185-5(17.0),1.0,,,2 off 3,YK Pathan,KKR,8-224 (120)
S06M002,2,11,4,275.0,188-6(18.4),,0.0,,,11 off 4,PHKD Mendis,DC,6-205 (120)
S06M008,1,6,4,150.0,79-5(9.5),89-6(10.4),0.0,,6 off 4,,PHKD Mendis,DC,8-173 (120)
S06M016,1,6,5,120.0,92-4(9.3),101-5(10.3),0.0,,6 off 5,,PHKD Mendis,DC,8-205 (120)
S06M023,2,14,9,155.56,166-4(16.3),,1.0,,,14 off 9,PHKD Mendis,DC,4-185 (110)
S06M027,2,1,3,33.33,157-4(15.3),172-5(16.4),1.0,,,1 off 3,PHKD Mendis,DC,8-206 (120)
S06M035,1,36,18,200.0,135-4(11.4),194-6(16.3),0.0,,27 off 13,9 off 5,PHKD Mendis,DC,7-238 (120)
S06M039,2,16,12,133.33,101-4(9.0),148-7(14.0),1.0,,16 off 12,,PHKD Mendis,DC,7-167 (91)
S06M019,2,32,21,152.38,93-2(11.3),162-3(17.3),0.0,,18 off 13,14 off 8,H Klaasen,CSK,6-189 (120)
S06M022,2,0,1,0.0,6-2(1.2),6-2(1.2),1.0,0 off 1,,,H Klaasen,CSK,5-92 (71)
S06M028,1,57,42,135.71,6-0(0.4),135-3(14.1),1.0,20 off 16,37 off 26,,H Klaasen,CSK,6-201 (120)
S06M002,2,8,7,114.29,168-5(17.2),,0.0,,,8 off 7,Arshad Khan,DC,6-205 (120)
S06M008,1,32,15,213.33,129-7(15.3),,0.0,,,32 off 15,Arshad Khan,DC,8-173 (120)
S06M016,1,18,18,100.0,113-6(11.1),154-7(16.0),0.0,,14 off 13,4 off 5,Arshad Khan,DC,8-205 (120)
S06M027,2,2,4,50.0,172-5(16.5),197-7(19.1),1.0,,,2 off 4,Arshad Khan,DC,8-206 (120)
S06M035,1,27,9,300.0,182-5(15.5),237-7(19.5),0.0,,,27 off 9,Arshad Khan,DC,7-238 (120)
S06M039,2,1,5,20.0,137-5(12.3),145-6(13.4),1.0,,1 off 5,,Arshad Khan,DC,7-167 (91)
S06M004,2,39,30,130.0,0-0(0.1),97-3(11.0),0.0,15 off 14,24 off 16,,RD Gaikwad,GT,9-178 (120)
S06M010,1,5,5,100.0,1-0(0.1),12-1(1.4),0.0,5 off 5,,,RD Gaikwad,GT,8-188 (120)
S06M012,2,1,3,33.33,1-0(0.1),25-1(1.4),1.0,1 off 3,,,RD Gaikwad,GT,7-205 (119)
S06M017,2,29,25,116.0,9-2(0.5),72-3(8.2),0.0,15 off 14,14 off 11,,RD Gaikwad,GT,7-172 (120)
S06M028,2,9,10,90.0,71-1(4.4),103-2(8.3),0.0,5 off 5,4 off 5,,RD Gaikwad,GT,10-196 (109)
S06M003,1,39,24,162.5,1-0(0.1),95-2(9.5),1.0,21 off 13,18 off 11,,MP Stoinis,KKR,7-175 (120)
S06M013,2,17,15,113.33,0-0(0.1),26-1(4.1),0.5,17 off 15,,,MP Stoinis,KKR,10-133 (107)
S06M025,1,26,25,104.0,4-0(0.1),54-2(7.0),1.0,25 off 23,1 off 2,,MP Stoinis,KKR,4-187 (120)
S06M001,1,33,18,183.33,49-3(7.0),89-4(11.1),1.0,,33 off 18,,R Powell,LSG,6-189 (120)
S06M006,1,23,8,287.5,161-3(17.2),202-4(19.5),0.0,,,23 off 8,R Powell,LSG,4-204 (120)
S06M014,1,12,6,200.0,128-3(12.2),145-5(14.1),1.0,,12 off 6,,R Powell,LSG,5-210 (120)
S06M036,2,13,18,72.22,92-3(10.2),127-5(15.3),0.0,,9 off 15,4 off 3,R Powell,LSG,8-186 (120)
S06M004,1,72,45,160.0,1-1(1.0),141-2(14.4),1.0,32 off 16,40 off 29,,Usman Khan (2),CSK,4-195 (120)
S06M007,2,9,6,150.0,13-0(0.5),21-1(2.3),0.0,9 off 6,,,Usman Khan (2),CSK,8-190 (120)
S06M019,2,9,4,225.0,168-3(17.4),177-4(18.4),0.0,,,9 off 4,HS Desai,CSK,6-189 (120)
S06M031,2,30,19,157.89,66-3(7.5),110-4(13.2),0.0,,30 off 19,,HS Desai,CSK,9-183 (120)
