striker,pitch,phase,innings,num_inn,runs,balls_faced,outs,avg,SR,Curr_Tm
N Sindhu,neutralish,PP,1,1,19,10,0,,190.0,DC
Ravi Singh,neutralish,Death,1,2,19,15,2,9.5,126.67,KKR
RR Pant,pace,Death,1,1,19,7,0,,271.43,GT
R Parag,neutralish,PP,1,2,19,15,2,9.5,126.67,GT
JC Buttler,pace,Death,2,2,19,8,1,19.0,237.5,LSG
JC Buttler,neutralish,PP,2,1,19,8,1,19.0,237.5,LSG
TA Boult,neutralish,Death,2,1,19,5,0,,380.0,MI
JN Loftie-Eaton,neutralish,PP,2,2,19,21,2,9.5,90.48,RR
Bilal Zalmai,neutralish,Death,2,1,19,5,1,19.0,380.0,
MR Marsh,spin,Middle,2,3,19,21,3,6.33,90.48,SRH
Salil Arora,neutralish,PP,1,1,19,6,0,,316.67,RCB
B Sai Sudharsan,pace,Death,2,2,19,11,2,9.5,172.73,PBKS
AM Rahane,pace,Middle,2,3,19,17,1,19.0,111.76,MI
Utkarsh Singh,spin,Death,2,2,19,13,2,9.5,146.15,PBKS
GF Linde,spin,Death,1,4,19,18,2,9.5,105.56,GT
Tarang Gohel,pace,Middle,2,3,19,10,2,9.5,190.0,DC
PWH de Silva,spin,Death,2,2,19,10,0,,190.0,RCB
Bilal Zalmai,spin,PP,1,2,19,10,1,19.0,190.0,
Ravi Singh,spin,Middle,1,2,18,14,1,18.0,128.57,KKR
BM Duckett,neutralish,Middle,1,1,18,11,1,18.0,163.64,SRH
D Potgieter,pace,Death,2,1,18,13,1,18.0,138.46,
SB Dubey,pace,Death,1,3,18,13,2,9.0,138.46,
N Rana,neutralish,PP,2,1,18,15,1,18.0,120.0,PBKS
N Pooran,neutralish,PP,2,2,18,15,0,,120.0,MI
MP Stoinis,neutralish,Middle,1,1,18,11,1,18.0,163.64,KKR
TA Boult,pace,Middle,2,2,18,11,1,18.0,163.64,MI
RA Tripathi,neutralish,Death,1,1,18,12,0,,150.0,
SZ Mulani,spin,Death,1,4,18,23,1,18.0,78.26,LSG
Yuvraj Singh,pace,Death,2,2,18,10,1,18.0,180.0,CSK
Yash Thakur,pace,Death,1,2,18,17,0,,105.88,MI
PHKD Mendis,pace,Death,1,2,18,9,1,18.0,200.0,DC
Bilal Zalmai,pace,Death,2,1,18,10,1,18.0,180.0,
Samant Jakhar,spin,Middle,2,1,18,13,1,18.0,138.46,DC
MA Agarwal,spin,Death,1,2,18,6,2,9.0,300.0,DC
D Ferreira,pace,Middle,1,1,18,15,1,18.0,120.0,GT
AM Hardie,neutralish,PP,2,1,18,12,1,18.0,150.0,CSK
Hassan Nawaz,spin,PP,2,1,18,6,0,,300.0,RCB
DJ Bravo,pace,Death,2,2,18,10,1,18.0,180.0,
V Kohli,neutralish,Death,2,1,18,9,0,,200.0,RR
Aniket Verma,neutralish,PP,1,3,18,14,1,18.0,128.57,RR
Atharva Taide,neutralish,Death,2,2,18,9,1,18.0,200.0,MI
KL Rahul,spin,Death,2,2,18,9,2,9.0,200.0,SRH
RM Patidar,neutralish,Death,1,1,18,9,1,18.0,200.0,KKR
DP Conway,spin,Death,1,2,18,13,2,9.0,138.46,PBKS
BM Duckett,spin,Death,2,1,18,5,1,18.0,360.0,SRH
A Mhatre,pace,PP,1,2,18,19,2,9.0,94.74,KKR
V Suryavanshi,spin,Death,2,1,18,6,1,18.0,300.0,PBKS
Jagjit Singh,pace,Death,1,2,18,13,0,,138.46,SRH
J Fraser-McGurk,spin,Middle,1,1,18,15,1,18.0,120.0,KKR
WG Jacks,neutralish,PP,1,4,17,23,3,5.67,73.91,LSG
Ankit Kumar,neutralish,PP,1,2,17,7,1,17.0,242.86,RR
Ankit Kumar,neutralish,Middle,1,1,17,16,1,17.0,106.25,RR
Ramandeep Singh,pace,Middle,2,1,17,10,1,17.0,170.0,LSG
RA Bawa,spin,Middle,2,1,17,7,0,,242.86,SRH
HH Pandya,spin,Middle,1,2,17,14,2,8.5,121.43,MI
RG Sharma,spin,Middle,2,5,17,12,2,8.5,141.67,KKR
Kumar Kushagra,spin,Middle,2,2,17,17,2,8.5,100.0,GT
Karan Lal,spin,Death,2,2,17,15,1,17.0,113.33,RR
MK Lomror,spin,PP,1,1,17,13,0,,130.77,
MS Pepper,neutralish,Death,1,1,17,14,0,,121.43,
Abhishek Sharma,spin,Death,2,1,17,8,0,,212.5,MI
AR Ramjani,neutralish,Death,1,2,17,11,0,,154.55,PBKS
M Prasidh Krishna,pace,Death,1,2,17,11,1,17.0,154.55,RR
D Ferreira,spin,Death,2,2,17,7,1,17.0,242.86,GT
Chirag Jani,spin,Middle,2,3,17,12,2,8.5,141.67,CSK
M Prasidh Krishna,pace,Death,2,4,17,15,2,8.5,113.33,RR
AK Markram,pace,PP,2,2,17,16,1,17.0,106.25,DC
YBK Jaiswal,neutralish,PP,1,2,17,13,2,8.5,130.77,RR
Waseem Muhammad,pace,Death,2,1,17,9,1,17.0,188.89,
N Rana,spin,PP,1,1,17,8,0,,212.5,PBKS
TH David,neutralish,Middle,1,2,17,10,2,8.5,170.0,PBKS
JL Smith,spin,Death,1,2,16,9,2,8.0,177.78,
Mohammad Nabi,spin,Middle,1,3,16,20,0,,80.0,LSG
PHKD Mendis,neutralish,Death,2,3,16,8,2,8.0,200.0,DC
Ishaan Gadekar,neutralish,Middle,2,2,16,11,2,8.0,145.45,SRH
MA Agarwal,pace,Death,1,2,16,4,1,16.0,400.0,DC
Abishek Porel,spin,Middle,2,3,16,17,3,5.33,94.12,RR
YBK Jaiswal,spin,PP,2,1,16,10,0,,160.0,RR
V Kohli,spin,Death,2,3,16,13,2,8.0,123.08,RR
AB de Villiers,spin,Death,2,2,16,10,2,8.0,160.0,RR
AB de Villiers,pace,Middle,1,2,16,8,1,16.0,200.0,RR
SR Dickson,spin,Death,2,1,16,14,1,16.0,114.29,RCB
A Nagwaswalla,pace,Death,2,5,16,22,3,5.33,72.73,RR
DW Lawrence,spin,Middle,1,1,16,23,0,,69.57,DC
Hemang Patel,neutralish,Middle,1,2,16,19,2,8.0,84.21,
Smaran Ravichandran,neutralish,Middle,2,1,16,16,1,16.0,100.0,PBKS
RM Patidar,neutralish,PP,1,1,16,12,0,,133.33,KKR
D Brevis,pace,Middle,2,2,16,11,1,16.0,145.45,LSG
Ramandeep Singh,pace,Death,2,3,16,12,1,16.0,133.33,LSG
Karan Lal,neutralish,Death,1,3,16,15,0,,106.67,RR
Washington Sundar,pace,Death,1,2,16,14,1,16.0,114.29,PBKS
RA Bawa,pace,Death,2,2,16,8,2,8.0,200.0,SRH
JDS Neesham,neutralish,Death,1,1,16,11,1,16.0,145.45,
BJ McMullen,pace,Death,2,2,16,11,2,8.0,145.45,RR
BA Stokes,pace,PP,1,1,16,6,0,,266.67,RR
PHKD Mendis,pace,PP,2,2,16,12,0,,133.33,DC
Sakibul Gani,spin,Middle,2,1,16,7,0,,228.57,RCB
Shashank Singh,spin,PP,1,1,16,5,0,,320.0,PBKS
BM Duckett,spin,PP,2,4,16,25,2,8.0,64.0,SRH
Nithish Kumar Reddy,spin,Middle,2,2,16,19,1,16.0,84.21,SRH
Ashwin Das,neutralish,Death,1,1,16,10,0,,160.0,LSG
RG Sharma,neutralish,Death,1,2,16,11,1,16.0,145.45,KKR
MS Pepper,pace,Middle,1,1,16,8,0,,200.0,
Washington Sundar,neutralish,Death,2,1,16,9,1,16.0,177.78,PBKS
PHKD Mendis,neutralish,Middle,2,1,16,12,1,16.0,133.33,DC
Sanvir Singh,neutralish,Death,1,1,15,9,1,15.0,166.67,GT
A Raghuvanshi,pace,Middle,2,1,15,17,1,15.0,88.24,
D Potgieter,pace,Middle,2,1,15,7,0,,214.29,
Smaran Ravichandran,neutralish,PP,1,1,15,8,0,,187.5,PBKS
DAJ Bracewell,neutralish,Middle,2,1,15,7,1,15.0,214.29,
MA Wood,pace,Death,1,1,15,9,1,15.0,166.67,
T Stubbs,spin,Middle,2,1,15,9,1,15.0,166.67,CSK
RA Jadeja,neutralish,Middle,1,1,15,6,0,,250.0,SRH
RR Rossouw,neutralish,PP,1,1,15,8,1,15.0,187.5,SRH
EA Brookes,pace,PP,2,1,15,13,0,,115.38,
D Ferreira,neutralish,Middle,1,1,15,12,1,15.0,125.0,GT
YK Pathan,spin,Middle,1,3,15,17,1,15.0,88.24,KKR
Washington Sundar,spin,Middle,1,2,15,19,1,15.0,78.95,PBKS
Karan Shinde,spin,Middle,2,2,15,11,0,,136.36,RCB
Rahul Singh,spin,Death,2,4,15,9,4,3.75,166.67,RCB
Tushar Raheja,neutralish,PP,1,1,15,11,0,,136.36,SRH
SV Samson,neutralish,Death,1,1,15,10,1,15.0,150.0,GT
AM Rahane,neutralish,Death,2,1,15,12,0,,125.0,MI
RM Patidar,spin,PP,2,1,15,13,0,,115.38,KKR
KD Karthik,neutralish,Death,2,1,15,7,1,15.0,214.29,RR
Harsh Dubey,spin,Death,1,2,15,8,0,,187.5,RCB
Salman Nizar,pace,PP,1,1,15,18,1,15.0,83.33,
FH Allen,pace,Death,2,1,15,9,1,15.0,166.67,PBKS
Akash Vasisht,neutralish,Death,2,3,15,13,1,15.0,115.38,SRH
DP Conway,spin,Death,2,2,15,11,1,15.0,136.36,PBKS
Shaheen Shah Afridi,pace,Death,2,3,15,21,2,7.5,71.43,MI
B Indrajith,pace,Middle,1,1,15,8,0,,187.5,RCB
DP Conway,spin,PP,1,2,15,13,1,15.0,115.38,PBKS
Tilak Varma,neutralish,Death,2,1,15,7,1,15.0,214.29,CSK
N Wadhera,neutralish,Middle,1,2,15,8,0,,187.5,KKR
DR Sams,pace,Middle,2,1,15,11,0,,136.36,
C Green,neutralish,Death,1,1,15,5,1,15.0,300.0,KKR
JC Buttler,neutralish,Death,2,1,15,7,1,15.0,214.29,LSG
Yashvardhan Dalal,spin,PP,2,1,15,14,1,15.0,107.14,DC
TM Head,neutralish,PP,2,1,14,9,0,,155.56,
Washington Sundar,pace,Death,2,1,14,4,1,14.0,350.0,PBKS
PP Shaw,spin,PP,2,2,14,14,2,7.0,100.0,MI
JG Bethell,spin,Death,1,2,14,9,2,7.0,155.56,RR
JG Bethell,neutralish,PP,1,1,14,14,1,14.0,100.0,RR
R Shepherd,pace,Death,1,3,14,10,3,4.67,140.0,GT
N Sindhu,neutralish,Death,2,1,14,6,1,14.0,233.33,DC
KH Pandya,spin,Middle,1,1,14,21,0,,66.67,RR
D Padikkal,pace,Death,1,2,14,11,1,14.0,127.27,KKR
D Padikkal,neutralish,Death,2,1,14,9,0,,155.56,KKR
KA Maharaj,spin,Death,1,4,14,7,0,,200.0,SRH
HJ Manenti,pace,Death,1,3,14,21,1,14.0,66.67,CSK
S Lamichhane,spin,Death,2,4,14,9,2,7.0,155.56,DC
TP Ura,neutralish,Death,2,1,14,8,1,14.0,175.0,PBKS
Akash Vasisht,spin,PP,2,1,14,12,1,14.0,116.67,SRH
Kuldeep Yadav,spin,Death,2,3,14,24,2,7.0,58.33,SRH
SL Malinga,pace,Death,1,3,14,17,0,,82.35,PBKS
SN Khan,neutralish,PP,2,1,14,7,1,14.0,200.0,RCB
V Nigam,neutralish,Death,2,1,14,7,0,,200.0,GT
Shaheen Shah Afridi,neutralish,Death,2,1,14,6,0,,233.33,MI
RD Gaikwad,spin,Death,1,1,14,12,0,,116.67,GT
Rashid Khan,spin,Death,1,2,14,15,2,7.0,93.33,MI
Q de Kock,pace,PP,2,1,14,11,0,,127.27,
Hemang Patel,neutralish,Death,1,2,14,9,1,14.0,155.56,
Shadab Khan,pace,Middle,1,1,14,9,0,,155.56,SRH
N Wadhera,pace,Death,2,5,14,9,5,2.8,155.56,KKR
AB de Villiers,pace,PP,1,1,14,11,1,14.0,127.27,RR
Azmatullah Omarzai,spin,Middle,1,1,14,13,1,14.0,107.69,
Jagjit Singh,pace,Middle,1,1,14,12,0,,116.67,SRH
SN Khan,spin,PP,2,1,14,15,1,14.0,93.33,RCB
MG Erasmus,spin,PP,2,2,14,16,0,,87.5,
Tejasvi Dahiya,spin,Middle,2,1,14,7,1,14.0,200.0,LSG
TH David,pace,Death,2,1,14,11,1,14.0,127.27,PBKS
TH David,pace,PP,2,2,14,16,1,14.0,87.5,PBKS
SP Narine,pace,Death,2,1,14,8,1,14.0,175.0,KKR
LUVNITH SISODIA,spin,Middle,1,1,14,9,1,14.0,155.56,LSG
Z Khan,pace,Death,2,1,13,12,1,13.0,108.33,
Shakib Al Hasan,spin,Middle,1,2,13,16,0,,81.25,
AR Patel,spin,Middle,2,3,13,19,1,13.0,68.42,CSK
Yuvraj Singh,pace,Middle,2,2,13,12,1,13.0,108.33,CSK
RR Pant,spin,Middle,1,1,13,8,0,,162.5,GT
RG Sharma,spin,PP,1,2,13,13,0,,100.0,KKR
RA Tripathi,pace,Middle,2,1,13,10,1,13.0,130.0,
Kartik Sharma,neutralish,Death,2,2,13,6,2,6.5,216.67,SRH
AR Patel,pace,Death,1,2,13,12,1,13.0,108.33,CSK
Tanush Kotian,spin,Middle,1,2,13,10,1,13.0,130.0,CSK
AV Wankhade,spin,Middle,1,2,13,16,2,6.5,81.25,CSK
T Banton,spin,Death,2,1,13,7,1,13.0,185.71,MI
BA Stokes,neutralish,Death,1,1,13,10,0,,130.0,RR
J Fraser-McGurk,spin,Death,1,1,13,7,1,13.0,185.71,KKR
JDS Neesham,pace,Death,2,3,13,8,3,4.33,162.5,
PP Shaw,neutralish,PP,2,1,13,5,1,13.0,260.0,MI
Nithish Kumar Reddy,pace,Middle,2,3,13,13,3,4.33,100.0,SRH
JJ Bumrah,pace,Death,2,5,13,8,4,3.25,162.5,DC
Kuldeep Yadav,spin,Middle,1,1,13,18,0,,72.22,SRH
Bhanu Pania,spin,Death,1,1,13,8,0,,162.5,
Yudhvir Singh,pace,Middle,2,1,13,12,1,13.0,108.33,RCB
Ravi Singh,pace,Death,2,1,13,7,1,13.0,185.71,KKR
Ravi Singh,neutralish,Death,2,2,13,8,2,6.5,162.5,KKR
Rasikh Salam,pace,Middle,2,1,13,13,1,13.0,100.0,MI
JN Loftie-Eaton,spin,Middle,1,2,13,13,0,,100.0,RR
N Pooran,pace,PP,2,5,13,14,2,6.5,92.86,MI
Ashwin Das,pace,Death,1,3,13,15,1,13.0,86.67,LSG
RR Rossouw,neutralish,Middle,2,1,13,7,0,,185.71,SRH
RR Rossouw,neutralish,Middle,1,1,13,9,1,13.0,144.44,SRH
YK Pathan,spin,Middle,2,3,13,13,1,13.0,100.0,KKR
Suryansh Shedge,pace,Death,1,2,13,16,2,6.5,81.25,CSK
RR Rossouw,pace,Death,2,2,12,5,1,12.0,240.0,SRH
Bilal Zalmai,spin,Middle,1,1,12,10,1,12.0,120.0,
KD Karthik,spin,Death,1,1,12,11,1,12.0,109.09,RR
Bilal Zalmai,spin,Death,2,1,12,5,0,,240.0,
Sameer Rizvi,pace,PP,2,1,12,5,0,,240.0,LSG
MS Dhoni,spin,Middle,2,1,12,8,0,,150.0,CSK
Arshdeep Singh,spin,Death,1,2,12,7,0,,171.43,LSG
Waseem Muhammad,pace,PP,2,2,12,6,0,,200.0,
WG Jacks,spin,Death,2,1,12,5,1,12.0,240.0,LSG
AD Russell,neutralish,Death,1,2,12,11,2,6.0,109.09,DC
Tarang Gohel,pace,Death,2,2,12,5,1,12.0,240.0,DC
Naveen-ul-Haq,spin,Death,2,1,12,6,0,,200.0,SRH
Karan Lal,neutralish,Middle,1,1,12,11,0,,109.09,RR
Nithish Kumar Reddy,pace,Death,2,3,12,11,1,12.0,109.09,SRH
Shakib Al Hasan,pace,Death,1,1,12,11,0,,109.09,
J Fraser-McGurk,neutralish,Middle,1,1,12,8,1,12.0,150.0,KKR
AHT Donald,spin,Death,1,1,12,11,1,12.0,109.09,
TA Boult,pace,Death,1,4,12,9,3,4.0,133.33,MI
Kartik Sharma,neutralish,Middle,1,1,12,10,0,,120.0,SRH
SS Prabhudessai,neutralish,Middle,2,1,12,10,1,12.0,120.0,MI
Avesh Khan,pace,Middle,2,1,12,17,0,,70.59,GT
Abid Mushtaq,spin,Middle,2,1,12,9,0,,133.33,
D Wiese,neutralish,Middle,1,2,12,15,0,,80.0,GT
Washington Sundar,pace,Middle,1,1,12,12,0,,100.0,PBKS
CH Morris,pace,Middle,1,2,12,12,0,,100.0,
R Parag,pace,PP,1,2,12,16,0,,75.0,GT
Yuvraj Chaudhary,spin,PP,2,1,12,9,1,12.0,133.33,
Samant Jakhar,spin,Middle,1,1,12,14,0,,85.71,DC
AR Ramjani,pace,Death,2,2,11,4,1,11.0,275.0,PBKS
Smaran Ravichandran,neutralish,PP,2,1,11,10,0,,110.0,PBKS
AR Ramjani,pace,Death,1,1,11,11,1,11.0,100.0,PBKS
T Banton,spin,Death,1,2,11,6,1,11.0,183.33,MI
AD Russell,neutralish,Middle,2,1,11,5,0,,220.0,DC
Sikandar Raza,pace,Middle,2,1,11,6,0,,183.33,
Shubman Gill,spin,Death,1,1,11,11,0,,100.0,LSG
Shaheen Shah Afridi,pace,Middle,2,2,11,19,2,5.5,57.89,MI
Sakibul Gani,neutralish,Middle,1,1,11,6,0,,183.33,RCB
Shahbaz Ahmed,spin,Death,2,2,11,7,2,5.5,157.14,LSG
RR Patel,spin,Middle,2,1,11,15,0,,73.33,RCB
SS Iyer,neutralish,PP,1,2,11,8,0,,137.5,LSG
AS Roy,spin,Death,2,2,11,6,1,11.0,183.33,GT
Abishek Porel,spin,Middle,1,2,11,17,0,,64.71,RR
Faisal Khan,spin,Middle,1,1,11,7,0,,157.14,RCB
Chirag Jani,neutralish,Middle,2,1,11,6,1,11.0,183.33,CSK
DJ Hooda,pace,PP,2,1,11,10,1,11.0,110.0,
MP Stoinis,pace,Death,1,2,11,8,2,5.5,137.5,KKR
R Ashwin,spin,Death,2,1,11,8,1,11.0,137.5,KKR
Punit Bisht,pace,Death,1,1,11,4,1,11.0,275.0,
JG Bethell,pace,Middle,2,1,11,6,0,,183.33,RR
DR Sams,neutralish,Middle,1,1,11,12,0,,91.67,
PWH de Silva,spin,Middle,1,1,11,5,1,11.0,220.0,RCB
Nithish Kumar Reddy,neutralish,Middle,2,1,11,7,1,11.0,157.14,SRH
GF Linde,spin,Death,2,1,11,5,0,,220.0,GT
YK Pathan,neutralish,Middle,2,1,11,8,1,11.0,137.5,KKR
Bilal Zalmai,neutralish,Middle,2,1,11,8,0,,137.5,
GD Phillips,neutralish,Middle,2,1,11,6,1,11.0,183.33,GT
KL Rahul,neutralish,PP,1,2,11,6,1,11.0,183.33,SRH
JC Buttler,spin,Death,2,4,11,11,4,2.75,100.0,LSG
Karan Shinde,spin,Middle,1,1,11,7,1,11.0,157.14,RCB
Khrievitso Kense,spin,Death,1,1,11,6,0,,183.33,RCB
Ishan Kishan,pace,Death,1,1,11,6,0,,183.33,MI
A Zampa,spin,Death,1,3,10,13,2,5.0,76.92,SRH
DW Lawrence,spin,Middle,2,1,10,5,1,10.0,200.0,DC
TM Head,pace,Death,1,2,10,8,2,5.0,125.0,
Chirag Jani,pace,Death,2,3,10,4,2,5.0,250.0,CSK
D Ferreira,spin,Middle,2,1,10,9,1,10.0,111.11,GT
PD Salt,spin,Death,2,1,10,5,1,10.0,200.0,RCB
PHKD Mendis,spin,PP,2,1,10,10,0,,100.0,DC
RR Rossouw,pace,PP,1,2,10,7,1,10.0,142.86,SRH
MJ Owen,neutralish,Death,1,2,10,8,2,5.0,125.0,DC
PJ Cummins,pace,Middle,2,1,10,6,1,10.0,166.67,
DS Airee,spin,Death,2,5,10,8,5,2.0,125.0,CSK
Waseem Muhammad,neutralish,PP,1,1,10,9,0,,111.11,
B Sai Sudharsan,neutralish,Middle,1,1,10,6,1,10.0,166.67,PBKS
PWH de Silva,pace,Death,2,1,10,5,1,10.0,200.0,RCB
JN Loftie-Eaton,spin,Middle,2,1,10,9,0,,111.11,RR
AM Hardie,pace,PP,2,1,10,10,1,10.0,100.0,CSK
A Sheth,pace,Death,2,2,10,8,1,10.0,125.0,DC
R Parag,spin,PP,1,2,10,5,0,,200.0,GT
D Wiese,pace,Middle,1,3,10,13,2,5.0,76.92,GT
Yudhvir Singh,pace,Death,1,2,10,8,1,10.0,125.0,RCB
Mohammed Shami,pace,Death,2,3,10,7,2,5.0,142.86,LSG
H Klaasen,neutralish,Death,2,1,10,8,1,10.0,125.0,CSK
Mohammad Nabi,spin,Middle,2,1,10,8,0,,125.0,LSG
AD Russell,spin,Death,2,1,10,4,1,10.0,250.0,DC
Salil Arora,pace,Death,1,1,10,7,1,10.0,142.86,RCB
Tushar Raheja,neutralish,Death,2,1,10,7,1,10.0,142.86,SRH
Shashwat Rawat,pace,Middle,1,2,10,8,2,5.0,125.0,PBKS
GF Linde,spin,Middle,2,1,10,16,1,10.0,62.5,GT
YK Pathan,neutralish,Middle,1,1,10,10,1,10.0,100.0,KKR
HS Desai,pace,Middle,2,1,10,7,1,10.0,142.86,CSK
Khushdil Shah,spin,Death,2,3,10,10,2,5.0,100.0,DC
Khushdil Shah,spin,Middle,2,2,10,12,1,10.0,83.33,DC
WL Madsen,neutralish,PP,2,1,10,14,0,,71.43,MI
Q de Kock,spin,Death,1,1,10,5,1,10.0,200.0,
N Pooran,spin,PP,2,1,10,5,0,,200.0,MI
WL Madsen,pace,Middle,2,1,9,8,0,,112.5,MI
SR Hain,pace,Middle,2,1,9,10,1,9.0,90.0,
C Connolly,spin,PP,1,1,9,7,1,9.0,128.57,PBKS
Jaskaran Singh,spin,Death,1,1,9,7,0,,128.57,KKR
D Visser,spin,Middle,2,2,9,6,2,4.5,150.0,
SS Ghosh,pace,Death,1,2,9,9,1,9.0,100.0,MI
AM Rahane,pace,Death,1,1,9,8,1,9.0,112.5,MI
HS Desai,spin,Death,2,1,9,4,1,9.0,225.0,CSK
NA Rathva,spin,PP,2,1,9,10,1,9.0,90.0,RR
Ravi Singh,spin,Death,2,2,9,11,2,4.5,81.82,KKR
AM Rahane,neutralish,PP,1,1,9,6,0,,150.0,MI
N Rana,spin,Death,1,2,9,9,2,4.5,100.0,PBKS
S Dube,neutralish,Middle,1,2,9,6,3,3.0,150.0,RR
HJ Manenti,pace,Death,2,1,9,7,1,9.0,128.57,CSK
K Kartikeya,spin,Death,2,2,9,8,2,4.5,112.5,LSG
YS Chahal,neutralish,Middle,2,1,9,10,1,9.0,90.0,RCB
Usman Khan (2),neutralish,PP,2,1,9,6,1,9.0,150.0,
Bal Krishna,pace,Middle,1,1,9,8,1,9.0,112.5,
Tanush Kotian,neutralish,Middle,2,2,9,5,0,,180.0,CSK
Utkarsh Singh,neutralish,Middle,1,1,9,6,0,,150.0,PBKS
PJ Cummins,pace,Death,1,1,9,6,1,9.0,150.0,
CH Gayle,spin,Death,2,1,9,9,1,9.0,100.0,CSK
Jay Gohil,neutralish,Middle,2,2,9,5,2,4.5,180.0,LSG
D Visser,spin,Middle,1,1,9,13,1,9.0,69.23,
Naseem Shah,pace,Death,2,1,9,9,1,9.0,100.0,
Harpreet Brar,neutralish,Death,1,1,9,3,0,,300.0,GT
B Kumar,spin,Death,2,2,9,10,0,,90.0,KKR
T Natarajan,pace,Middle,2,1,9,3,1,9.0,300.0,CSK
RR Rossouw,neutralish,Death,2,1,9,5,1,9.0,180.0,SRH
Arshdeep Singh,pace,Death,1,3,9,12,0,,75.0,LSG
RM Patidar,neutralish,Death,2,2,9,5,2,4.5,180.0,KKR
Z Khan,pace,Death,1,2,9,9,0,,100.0,
Ishaan Gadekar,pace,Middle,2,1,9,8,1,9.0,112.5,SRH
Rahul Singh,neutralish,Death,2,2,9,11,1,9.0,81.82,RCB
Sameer Rizvi,spin,PP,1,2,9,9,0,,100.0,LSG
JM Coles,spin,Middle,1,3,9,17,1,9.0,52.94,MI
RR Patel,neutralish,Death,1,2,9,8,1,9.0,112.5,RCB
RA Jadeja,spin,Middle,2,2,9,10,1,9.0,90.0,SRH
V Puthur,spin,Death,1,1,9,7,0,,128.57,DC
Rashid Khan,neutralish,Death,1,1,9,5,0,,180.0,MI
DJ Hooda,pace,Death,2,1,9,6,0,,150.0,
MS Dhoni,neutralish,Death,2,1,8,5,0,,160.0,CSK
Suryansh Shedge,neutralish,Death,1,1,8,8,1,8.0,100.0,CSK
Faisal Khan,pace,PP,2,1,8,9,1,8.0,88.89,RCB
HC Brook,pace,PP,2,1,8,7,0,,114.29,
Ihsanullah,pace,Death,2,1,8,6,0,,133.33,
Avesh Khan,spin,Death,2,2,8,7,2,4.0,114.29,GT
Ashwani Kumar,pace,Death,2,2,8,3,0,,266.67,RR
Utkarsh Singh,spin,Middle,2,2,8,22,1,8.0,36.36,PBKS
M Siddharth,spin,Death,1,3,8,10,2,4.0,80.0,CSK
HC Brook,pace,PP,1,2,8,8,0,,100.0,
HC Brook,pace,Death,2,2,8,3,2,4.0,266.67,
Shakib Al Hasan,neutralish,Death,1,1,8,6,0,,133.33,
Yudhvir Singh,neutralish,Death,1,2,8,5,1,8.0,160.0,RCB
Kuldeep Yadav,spin,Death,1,6,8,24,6,1.33,33.33,SRH
RA Tripathi,pace,PP,1,1,8,8,1,8.0,100.0,
RR Pant,spin,Death,2,1,8,5,1,8.0,160.0,GT
Tanush Kotian,neutralish,Death,1,2,8,5,2,4.0,160.0,CSK
RG Sharma,neutralish,Middle,2,2,8,6,1,8.0,133.33,KKR
JC Archer,pace,Death,2,2,8,11,1,8.0,72.73,LSG
Karan Shinde,pace,Middle,1,1,8,3,0,,266.67,RCB
JM Coles,spin,Death,1,2,8,5,2,4.0,160.0,MI
JM Coles,spin,PP,1,2,8,9,2,4.0,88.89,MI
CV Varun,spin,Middle,2,2,8,17,2,4.0,47.06,PBKS
GD Phillips,neutralish,Middle,1,1,8,3,1,8.0,266.67,GT
Faisal Khan,spin,Death,2,1,8,6,1,8.0,133.33,RCB
Arshdeep Singh,spin,Death,2,3,8,13,1,8.0,61.54,LSG
M Pathirana,pace,Death,2,4,8,13,3,2.67,61.54,RCB
KD Karthik,pace,Middle,1,1,8,5,0,,160.0,RR
JM Sharma,pace,PP,1,1,8,7,0,,114.29,RCB
JJ Bumrah,neutralish,Death,2,1,8,3,0,,266.67,DC
M Jansen,pace,Middle,1,1,8,8,1,8.0,100.0,
Waseem Muhammad,pace,Middle,1,1,8,4,0,,200.0,
Nithish Kumar Reddy,pace,PP,2,1,8,11,0,,72.73,SRH
T Stubbs,pace,Death,2,2,8,4,1,8.0,200.0,CSK
Ankit Kumar,neutralish,PP,2,1,8,4,1,8.0,200.0,RR
D Brevis,neutralish,PP,1,1,8,7,0,,114.29,LSG
LG Pretorius,spin,PP,1,1,8,7,1,8.0,114.29,
R Sanjay Yadav,spin,Death,2,1,8,5,1,8.0,160.0,PBKS
T Stubbs,neutralish,PP,1,1,8,7,0,,114.29,CSK
R Sai Kishore,spin,Death,2,1,8,4,0,,200.0,MI
S Lamichhane,neutralish,Middle,2,1,7,2,0,,350.0,DC
TH David,spin,PP,1,1,7,5,0,,140.0,PBKS
SR Dickson,pace,Death,2,1,7,3,1,7.0,233.33,RCB
Ravi Singh,pace,PP,1,2,7,13,0,,53.85,KKR
SPD Smith,spin,PP,1,1,7,10,1,7.0,70.0,CSK
AR Ramjani,spin,Middle,2,1,7,11,1,7.0,63.64,PBKS
DJ Bravo,spin,Death,2,1,7,3,1,7.0,233.33,
AR Patel,neutralish,PP,2,1,7,5,0,,140.0,CSK
TA Boult,pace,Middle,1,1,7,3,0,,233.33,MI
Harshit Rana,neutralish,Death,2,1,7,9,1,7.0,77.78,KKR
JM Sharma,spin,PP,1,1,7,3,0,,233.33,RCB
AM Rahane,neutralish,PP,2,2,7,5,2,3.5,140.0,MI
Harshit Rana,neutralish,Death,1,1,7,5,0,,140.0,KKR
B Kumar,pace,Death,1,5,7,32,0,,21.88,KKR
