striker,bowl_type,phase,innings,num_inn,runs,balls_faced,outs,avg,SR,Curr_Tm
Dhruv Jurel,Pace,Middle,1,4,85,60,1,85.0,141.67,KKR
Naman Dhir,Spin,Death,1,8,85,35,3,28.33,242.86,GT
SS Iyer,Pace,PP,1,12,85,77,5,17.0,110.39,LSG
RR Rossouw,Pace,Middle,1,5,85,52,2,42.5,163.46,SRH
Sameer Rizvi,Spin,Death,2,8,85,44,0,,193.18,LSG
YBK Jaiswal,Pace,Death,2,7,84,40,0,,210.0,RR
MP Stoinis,Spin,Middle,2,4,84,48,3,28.0,175.0,KKR
GD Phillips,Spin,Death,1,7,84,33,4,21.0,254.55,GT
AM Rahane,Spin,Middle,2,6,83,71,2,41.5,116.9,MI
Ishan Kishan,Pace,Middle,2,6,83,57,4,20.75,145.61,MI
YK Pathan,Spin,Death,2,6,83,43,2,41.5,193.02,KKR
AB de Villiers,Pace,Middle,2,8,83,40,2,41.5,207.5,RR
FH Allen,Spin,Middle,1,6,83,45,3,27.67,184.44,PBKS
Rahul Singh,Pace,PP,1,6,82,55,2,41.0,149.09,RCB
SA Yadav,Spin,PP,2,7,81,35,0,,231.43,DC
FH Allen,Pace,Middle,2,3,81,59,1,81.0,137.29,PBKS
N Wadhera,Spin,Middle,1,6,81,58,0,,139.66,KKR
J Fraser-McGurk,Spin,Middle,2,5,81,53,4,20.25,152.83,KKR
AM Rahane,Pace,Death,2,8,81,37,4,20.25,218.92,MI
Akash Vasisht,Spin,Death,2,7,81,39,3,27.0,207.69,SRH
J Fraser-McGurk,Pace,PP,1,6,81,49,3,27.0,165.31,KKR
Ishan Kishan,Pace,PP,1,5,81,49,2,40.5,165.31,MI
P Simran Singh,Pace,Middle,1,5,80,53,1,80.0,150.94,SRH
RD Gaikwad,Spin,Death,2,3,80,31,0,,258.06,GT
BJ McMullen,Spin,Middle,2,9,80,57,5,16.0,140.35,RR
Abhishek Sharma,Pace,Middle,1,6,80,37,2,40.0,216.22,MI
RM Patidar,Pace,Middle,1,5,80,70,4,20.0,114.29,KKR
RK Singh,Pace,Middle,2,7,80,60,4,20.0,133.33,MI
R Parag,Spin,Death,1,8,80,36,2,40.0,222.22,GT
PHKD Mendis,Spin,Middle,1,8,79,53,6,13.17,149.06,DC
P Simran Singh,Spin,Death,1,3,79,34,2,39.5,232.35,SRH
SS Iyer,Pace,PP,2,9,79,49,4,19.75,161.22,LSG
V Nigam,Spin,Death,1,5,79,40,1,79.0,197.5,GT
BJ McMullen,Spin,PP,2,6,79,45,3,26.33,175.56,RR
Urvil Patel,Pace,Middle,1,8,79,48,4,19.75,164.58,MI
Abdul Samad,Pace,Middle,1,6,78,56,1,78.0,139.29,LSG
KL Rahul,Spin,Death,2,6,78,40,4,19.5,195.0,SRH
Shashank Singh,Pace,Middle,2,7,78,50,1,78.0,156.0,PBKS
Nithish Kumar Reddy,Pace,Death,1,7,77,37,1,77.0,208.11,SRH
MJ Owen,Spin,Middle,1,5,77,44,1,77.0,175.0,DC
MJ Owen,Pace,Middle,1,7,76,49,2,38.0,155.1,DC
Anmolpreet Singh,Pace,Death,1,6,76,37,2,38.0,205.41,CSK
JP Inglis,Pace,Death,2,7,76,39,4,19.0,194.87,GT
AK Markram,Spin,Death,1,5,76,42,3,25.33,180.95,DC
Karan Shinde,Pace,Death,1,5,75,35,3,25.0,214.29,RCB
RA Jadeja,Pace,Death,2,8,75,40,3,25.0,187.5,SRH
VR Iyer,Pace,Death,1,6,75,37,3,25.0,202.7,SRH
Ravi Singh,Spin,Middle,1,5,75,38,1,75.0,197.37,KKR
TH David,Spin,Middle,2,5,75,54,1,75.0,138.89,PBKS
HH Pandya,Pace,Death,2,8,75,39,4,18.75,192.31,MI
FH Allen,Spin,Middle,2,5,74,46,3,24.67,160.87,PBKS
VR Iyer,Spin,Death,2,11,74,46,2,37.0,160.87,SRH
Rahul Singh,Spin,Middle,2,8,74,57,4,18.5,129.82,RCB
Abishek Porel,Pace,Middle,2,4,74,45,0,,164.44,RR
MW Short,Pace,Middle,1,5,74,42,3,24.67,176.19,MI
RM Patidar,Spin,Death,1,4,74,39,2,37.0,189.74,KKR
MJ Owen,Pace,Middle,2,6,73,51,1,73.0,143.14,DC
N Rana,Pace,Death,1,4,73,34,3,24.33,214.71,PBKS
MW Short,Pace,PP,1,4,72,34,1,72.0,211.76,MI
SS Iyer,Pace,Death,1,5,72,31,2,36.0,232.26,LSG
Jay Gohil,Pace,Middle,2,4,72,36,1,72.0,200.0,LSG
HC Brook,Pace,Middle,1,3,72,53,0,,135.85,
N Sindhu,Spin,PP,2,6,72,42,2,36.0,171.43,DC
WL Madsen,Spin,Death,1,8,72,47,3,24.0,153.19,MI
Q de Kock,Spin,Middle,1,4,71,54,3,23.67,131.48,
B Sai Sudharsan,Pace,PP,2,10,71,64,3,23.67,110.94,PBKS
RD Rickelton,Spin,Middle,1,4,71,40,1,71.0,177.5,LSG
Abishek Porel,Pace,Death,1,7,71,36,2,35.5,197.22,RR
MJ Owen,Pace,Death,2,7,71,41,3,23.67,173.17,DC
KA Pollard,Spin,Middle,1,7,71,42,1,71.0,169.05,CSK
H Klaasen,Spin,Death,1,2,70,32,0,,218.75,CSK
Shubman Gill,Pace,Death,2,5,70,35,2,35.0,200.0,LSG
Naman Dhir,Spin,PP,1,10,70,39,2,35.0,179.49,GT
AM Rahane,Pace,Middle,1,7,70,47,3,23.33,148.94,MI
Shashwat Rawat,Spin,PP,1,4,69,46,0,,150.0,PBKS
TM Head,Spin,Middle,2,6,69,55,4,17.25,125.45,
Naman Dhir,Spin,Death,2,5,69,27,2,34.5,255.56,GT
YBK Jaiswal,Spin,Death,2,7,69,35,3,23.0,197.14,RR
SP Narine,Pace,Middle,1,7,69,50,6,11.5,138.0,KKR
Abdul Samad,Pace,Middle,2,3,68,29,0,,234.48,LSG
MW Short,Spin,Middle,1,4,68,46,2,34.0,147.83,MI
V Suryavanshi,Pace,Middle,2,6,68,39,3,22.67,174.36,PBKS
JC Buttler,Spin,Death,1,9,68,37,4,17.0,183.78,LSG
MJ Owen,Pace,PP,1,8,68,45,4,17.0,151.11,DC
Abdul Samad,Pace,Death,2,5,67,36,2,33.5,186.11,LSG
JC Buttler,Pace,PP,2,5,67,42,3,22.33,159.52,LSG
BM Duckett,Spin,PP,2,7,67,47,3,22.33,142.55,SRH
Abdul Samad,Spin,Death,1,11,66,39,5,13.2,169.23,LSG
BJ McMullen,Pace,Death,1,5,66,31,3,22.0,212.9,RR
Ishaan Gadekar,Spin,PP,2,8,66,65,2,33.0,101.54,SRH
GF Linde,Pace,Death,1,5,65,36,1,65.0,180.56,GT
Q de Kock,Spin,PP,1,5,65,51,0,,127.45,
AM Rahane,Pace,Middle,2,6,65,51,1,65.0,127.45,MI
Shashank Singh,Spin,Death,2,9,65,33,4,16.25,196.97,PBKS
Hassan Nawaz,Spin,Middle,2,8,65,54,5,13.0,120.37,RCB
B Sai Sudharsan,Spin,Death,2,5,64,33,3,21.33,193.94,PBKS
AK Markram,Spin,Death,2,6,64,37,5,12.8,172.97,DC
Chirag Jani,Spin,Death,1,5,64,25,4,16.0,256.0,CSK
Ashutosh Sharma,Pace,Death,1,7,64,42,3,21.33,152.38,RCB
Rahul Singh,Pace,PP,2,4,64,49,1,64.0,130.61,RCB
LS Livingstone,Spin,Death,2,8,64,39,5,12.8,164.1,KKR
R Powell,Pace,Middle,1,5,63,36,3,21.0,175.0,LSG
D Brevis,Spin,Middle,1,3,63,38,1,63.0,165.79,LSG
SR Dickson,Spin,Middle,2,3,63,37,1,63.0,170.27,RCB
YBK Jaiswal,Spin,PP,2,7,63,31,2,31.5,203.23,RR
Hassan Nawaz,Pace,PP,2,5,63,46,1,63.0,136.96,RCB
PP Shaw,Pace,PP,1,6,63,63,1,63.0,100.0,MI
S Dube,Spin,Death,1,4,63,31,1,63.0,203.23,RR
Hassan Nawaz,Pace,Middle,2,6,63,49,3,21.0,128.57,RCB
S Dube,Pace,Death,2,6,63,24,3,21.0,262.5,RR
SS Iyer,Spin,PP,2,7,63,39,2,31.5,161.54,LSG
S Dube,Pace,Death,1,9,63,29,6,10.5,217.24,RR
H Klaasen,Spin,Death,2,6,63,43,3,21.0,146.51,CSK
Priyansh Arya,Pace,Death,2,4,63,21,2,31.5,300.0,RCB
PWH de Silva,Spin,Middle,1,4,62,30,3,20.67,206.67,RCB
RM Patidar,Pace,Middle,2,6,62,50,2,31.0,124.0,KKR
TM Head,Pace,PP,1,5,62,49,1,62.0,126.53,
Kartik Sharma,Spin,Middle,1,4,62,30,2,31.0,206.67,SRH
VR Iyer,Pace,Middle,1,5,62,42,2,31.0,147.62,SRH
GF Linde,Spin,Death,1,5,62,34,2,31.0,182.35,GT
BM Duckett,Spin,Middle,2,6,61,49,5,12.2,124.49,SRH
RG Sharma,Spin,Middle,2,10,61,34,3,20.33,179.41,KKR
MS Dhoni,Pace,Middle,2,4,61,33,0,,184.85,CSK
PWH de Silva,Spin,PP,1,3,61,31,0,,196.77,RCB
SA Yadav,Spin,Death,1,6,61,27,2,30.5,225.93,DC
Rahul Singh,Pace,Middle,2,6,61,40,2,30.5,152.5,RCB
Tilak Varma,Pace,Death,1,4,61,32,2,30.5,190.62,CSK
YK Pathan,Pace,Death,1,8,60,56,4,15.0,107.14,KKR
WG Jacks,Pace,Death,2,3,60,28,2,30.0,214.29,LSG
V Kohli,Spin,Middle,1,5,60,48,4,15.0,125.0,RR
PHKD Mendis,Spin,Death,2,6,60,32,1,60.0,187.5,DC
RD Rickelton,Spin,PP,1,12,60,54,7,8.57,111.11,LSG
TH David,Spin,Death,2,5,60,29,4,15.0,206.9,PBKS
JP Inglis,Spin,Death,1,8,59,31,6,9.83,190.32,GT
TM Head,Spin,PP,2,4,59,37,1,59.0,159.46,
SA Yadav,Spin,Death,2,6,59,36,6,9.83,163.89,DC
MS Dhoni,Pace,Death,2,5,59,30,2,29.5,196.67,CSK
Ishan Kishan,Pace,Death,1,5,59,31,1,59.0,190.32,MI
Ishan Kishan,Spin,Middle,1,7,59,56,5,11.8,105.36,MI
R Parag,Spin,Middle,1,8,59,45,4,14.75,131.11,GT
HS Desai,Spin,Middle,1,3,59,48,2,29.5,122.92,CSK
PWH de Silva,Pace,PP,1,3,58,27,1,58.0,214.81,RCB
RR Rossouw,Spin,Middle,1,4,58,46,4,14.5,126.09,SRH
AR Patel,Spin,Death,1,5,58,26,3,19.33,223.08,CSK
KA Pollard,Pace,PP,2,5,58,26,0,,223.08,CSK
MP Stoinis,Pace,Death,2,2,58,20,0,,290.0,KKR
Jay Gohil,Pace,Death,2,3,57,27,2,28.5,211.11,LSG
WL Madsen,Pace,Middle,2,5,57,36,0,,158.33,MI
V Kohli,Pace,Middle,1,4,57,39,2,28.5,146.15,RR
RG Sharma,Spin,Death,1,7,57,31,4,14.25,183.87,KKR
Sakibul Gani,Pace,Death,2,4,57,26,2,28.5,219.23,RCB
Smaran Ravichandran,Spin,PP,1,5,56,33,0,,169.7,PBKS
Anmolpreet Singh,Pace,Death,2,6,56,27,3,18.67,207.41,CSK
Ramandeep Singh,Pace,Death,1,6,56,35,3,18.67,160.0,LSG
N Rana,Spin,Middle,2,4,56,44,2,28.0,127.27,PBKS
AB de Villiers,Pace,Middle,1,7,56,31,1,56.0,180.65,RR
JC Buttler,Pace,Middle,2,5,56,38,2,28.0,147.37,LSG
Rahul Singh,Pace,Middle,1,5,56,30,3,18.67,186.67,RCB
Karan Shinde,Pace,Death,2,7,55,28,2,27.5,196.43,RCB
MG Erasmus,Spin,Middle,2,4,55,49,3,18.33,112.24,
Tarang Gohel,Pace,Middle,2,7,55,36,3,18.33,152.78,DC
Sameer Rizvi,Spin,Middle,2,11,55,41,2,27.5,134.15,LSG
RA Jadeja,Pace,Middle,2,7,55,46,2,27.5,119.57,SRH
Urvil Patel,Spin,Death,1,3,54,27,2,27.0,200.0,MI
JC Buttler,Spin,PP,1,8,54,37,1,54.0,145.95,LSG
C Green,Pace,Death,1,3,54,20,2,27.0,270.0,KKR
RA Jadeja,Pace,Death,1,6,54,36,3,18.0,150.0,SRH
N Rana,Spin,PP,1,6,54,28,0,,192.86,PBKS
LS Livingstone,Spin,Middle,2,4,54,49,1,54.0,110.2,KKR
DP Conway,Spin,Middle,1,2,54,48,0,,112.5,PBKS
WL Madsen,Spin,Death,2,9,54,37,2,27.0,145.95,MI
Priyansh Arya,Pace,Middle,1,5,53,24,5,10.6,220.83,RCB
YBK Jaiswal,Pace,PP,1,2,53,27,1,53.0,196.3,RR
Naman Dhir,Spin,PP,2,8,53,34,2,26.5,155.88,GT
WG Jacks,Pace,Death,1,5,53,32,4,13.25,165.62,LSG
RA Jadeja,Spin,Middle,1,6,53,34,0,,155.88,SRH
CH Gayle,Pace,Death,1,5,53,26,4,13.25,203.85,CSK
RK Singh,Pace,Middle,1,6,53,48,1,53.0,110.42,MI
RM Patidar,Pace,PP,1,8,52,50,6,8.67,104.0,KKR
Abdul Samad,Spin,Death,2,8,52,44,3,17.33,118.18,LSG
Smaran Ravichandran,Spin,Death,1,7,52,35,4,13.0,148.57,PBKS
RA Jadeja,Spin,Middle,2,6,52,40,5,10.4,130.0,SRH
Kartik Sharma,Spin,PP,1,2,52,25,1,52.0,208.0,SRH
N Sindhu,Spin,PP,1,7,51,36,2,25.5,141.67,DC
RM Patidar,Spin,Death,2,3,51,25,0,,204.0,KKR
JDS Neesham,Pace,Death,1,4,51,35,4,12.75,145.71,
YK Pathan,Spin,Middle,1,7,51,43,2,25.5,118.6,KKR
Smaran Ravichandran,Pace,Death,1,4,51,26,3,17.0,196.15,PBKS
Tanush Kotian,Spin,Middle,2,6,51,33,2,25.5,154.55,CSK
GD Phillips,Pace,Death,1,7,50,29,4,12.5,172.41,GT
AM Rahane,Spin,PP,2,4,50,38,1,50.0,131.58,MI
Ishan Kishan,Spin,Death,1,3,50,25,1,50.0,200.0,MI
Priyansh Arya,Spin,Middle,1,6,50,49,4,12.5,102.04,RCB
GJ Maxwell,Pace,Death,1,3,50,19,2,25.0,263.16,DC
DS Airee,Spin,Middle,2,4,50,44,1,50.0,113.64,CSK
MP Stoinis,Pace,Middle,1,4,50,33,3,16.67,151.52,KKR
V Suryavanshi,Pace,Death,1,3,50,22,2,25.0,227.27,PBKS
D Wiese,Pace,Death,2,6,49,24,2,24.5,204.17,GT
Atharva Taide,Spin,PP,2,4,49,32,1,49.0,153.12,MI
Arshad Khan,Spin,Death,1,5,49,31,2,24.5,158.06,DC
B Sai Sudharsan,Pace,PP,1,7,49,40,4,12.25,122.5,PBKS
HC Brook,Pace,Middle,2,5,49,37,3,16.33,132.43,
Smaran Ravichandran,Pace,PP,1,7,49,34,3,16.33,144.12,PBKS
AM Rahane,Spin,Death,1,4,49,25,2,24.5,196.0,MI
KA Pollard,Pace,Middle,1,7,49,35,1,49.0,140.0,CSK
Arshad Khan,Spin,Death,2,7,48,30,4,12.0,160.0,DC
N Pooran,Spin,Death,2,5,48,17,3,16.0,282.35,MI
Washington Sundar,Spin,Death,1,8,48,43,3,16.0,111.63,PBKS
D Brevis,Pace,Middle,2,6,48,35,3,16.0,137.14,LSG
Q de Kock,Pace,Middle,1,2,48,39,2,24.0,123.08,
YK Pathan,Pace,Middle,1,7,48,55,2,24.0,87.27,KKR
SS Iyer,Spin,Death,1,6,48,27,3,16.0,177.78,LSG
Ishan Kishan,Spin,Middle,2,3,48,33,0,,145.45,MI
RM Patidar,Pace,Death,2,6,47,28,4,11.75,167.86,KKR
WL Madsen,Pace,Death,2,6,47,27,1,47.0,174.07,MI
Shashwat Rawat,Pace,PP,1,2,47,27,1,47.0,174.07,PBKS
HS Desai,Spin,PP,1,4,47,37,1,47.0,127.03,CSK
Aniket Verma,Spin,PP,2,5,47,29,1,47.0,162.07,RR
Salil Arora,Pace,Middle,1,5,47,30,3,15.67,156.67,RCB
N Sindhu,Spin,Death,1,6,47,21,0,,223.81,DC
TP Ura,Spin,Middle,2,3,47,30,1,47.0,156.67,PBKS
Tilak Varma,Spin,Death,2,3,47,21,1,47.0,223.81,CSK
Gaurav Puri,Spin,Middle,2,6,47,42,1,47.0,111.9,LSG
HH Pandya,Spin,Death,2,6,47,21,2,23.5,223.81,MI
Tanush Kotian,Spin,Death,1,5,47,22,4,11.75,213.64,CSK
JJ Smit,Pace,Middle,1,7,46,41,3,15.33,112.2,PBKS
D Brevis,Spin,Death,1,3,46,22,1,46.0,209.09,LSG
N Rana,Pace,Death,2,4,46,27,2,23.0,170.37,PBKS
MJ Owen,Spin,Death,2,5,46,19,2,23.0,242.11,DC
AM Rahane,Spin,PP,1,10,46,41,3,15.33,112.2,MI
HH Pandya,Pace,Middle,2,6,46,37,5,9.2,124.32,MI
RM Patidar,Spin,PP,1,6,46,35,1,46.0,131.43,KKR
Kumar Kushagra,Spin,Middle,1,2,46,32,2,23.0,143.75,GT
Aniket Verma,Spin,Death,1,5,46,21,2,23.0,219.05,RR
MS Pepper,Pace,Death,1,2,45,28,0,,160.71,
Nithish Kumar Reddy,Pace,Death,2,5,45,28,2,22.5,160.71,SRH
RM Patidar,Pace,PP,2,5,45,36,3,15.0,125.0,KKR
SA Yadav,Spin,PP,1,4,45,29,0,,155.17,DC
HS Desai,Pace,Middle,2,3,45,22,1,45.0,204.55,CSK
JN Loftie-Eaton,Spin,Death,1,2,45,27,0,,166.67,RR
T Stubbs,Pace,Middle,2,5,45,37,2,22.5,121.62,CSK
Washington Sundar,Pace,Death,1,5,44,29,1,44.0,151.72,PBKS
CH Morris,Pace,Death,1,4,44,29,2,22.0,151.72,
MP Stoinis,Spin,PP,1,3,44,43,1,44.0,102.33,KKR
Dhruv Jurel,Spin,PP,2,4,44,34,2,22.0,129.41,KKR
JDS Neesham,Pace,Middle,2,2,44,37,0,,118.92,
Anmolpreet Singh,Pace,Middle,1,5,44,36,1,44.0,122.22,CSK
Babar Azam,Pace,Middle,1,3,44,40,2,22.0,110.0,
R Powell,Pace,Death,1,4,44,24,4,11.0,183.33,LSG
DJ Bravo,Pace,Death,1,4,43,32,2,21.5,134.38,
Q de Kock,Pace,PP,1,6,43,38,2,21.5,113.16,
Utkarsh Singh,Spin,Middle,1,6,43,36,4,10.75,119.44,PBKS
N Pooran,Pace,PP,1,4,43,32,2,21.5,134.38,MI
Sakibul Gani,Spin,Death,2,4,43,24,3,14.33,179.17,RCB
TA Boult,Pace,Death,2,6,43,34,4,10.75,126.47,MI
GD Phillips,Spin,Middle,2,5,43,32,3,14.33,134.38,GT
GJ Maxwell,Spin,Death,1,2,43,15,0,,286.67,DC
DAJ Bracewell,Pace,Death,1,2,43,15,1,43.0,286.67,
PP Shaw,Spin,PP,1,4,43,34,2,21.5,126.47,MI
Kartik Sharma,Pace,Middle,2,6,43,33,4,10.75,130.3,SRH
Salil Arora,Spin,Middle,1,4,43,29,0,,148.28,RCB
Hemang Patel,Pace,Death,1,4,43,29,3,14.33,148.28,
R Shepherd,Pace,Death,2,6,42,27,6,7.0,155.56,GT
Nithish Kumar Reddy,Spin,Death,2,8,42,25,2,21.0,168.0,SRH
MJ Owen,Spin,PP,1,5,42,26,3,14.0,161.54,DC
SS Iyer,Pace,Middle,2,5,42,29,2,21.0,144.83,LSG
Chirag Jani,Pace,PP,1,5,42,21,1,42.0,200.0,CSK
Tushar Raheja,Pace,PP,2,2,42,38,1,42.0,110.53,SRH
RM Patidar,Pace,Death,1,4,42,24,3,14.0,175.0,KKR
Mohammad Nabi,Spin,Death,1,7,42,35,7,6.0,120.0,LSG
Bilal Zalmai,Pace,Middle,2,2,42,31,0,,135.48,
AB de Villiers,Pace,Death,2,5,42,25,3,14.0,168.0,RR
Salil Arora,Pace,PP,2,1,42,18,0,,233.33,RCB
T Banton,Spin,Middle,1,4,42,27,1,42.0,155.56,MI
SA Yadav,Pace,Death,2,4,42,26,3,14.0,161.54,DC
JG Bethell,Spin,Middle,1,5,42,43,2,21.0,97.67,RR
V Kohli,Pace,Death,2,4,42,19,2,21.0,221.05,RR
GD Phillips,Spin,Middle,1,2,41,18,1,41.0,227.78,GT
SS Iyer,Spin,Death,2,3,41,25,2,20.5,164.0,LSG
H Klaasen,Pace,Middle,2,4,41,25,3,13.67,164.0,CSK
Ravi Singh,Spin,Middle,2,4,41,24,1,41.0,170.83,KKR
C Green,Spin,PP,1,4,41,25,1,41.0,164.0,KKR
SV Samson,Spin,Death,1,3,41,18,2,20.5,227.78,GT
Urvil Patel,Pace,Death,1,4,41,21,2,20.5,195.24,MI
N Rana,Spin,PP,2,7,41,26,4,10.25,157.69,PBKS
R Powell,Spin,Middle,2,4,41,27,2,20.5,151.85,LSG
MS Pepper,Pace,Middle,1,3,41,22,0,,186.36,
AK Markram,Spin,PP,2,3,40,22,1,40.0,181.82,DC
R Powell,Pace,PP,2,2,40,24,0,,166.67,LSG
Hassan Nawaz,Spin,Middle,1,3,40,35,1,40.0,114.29,RCB
Hassan Nawaz,Pace,Death,1,2,40,15,2,20.0,266.67,RCB
LS Livingstone,Pace,PP,1,3,40,29,0,,137.93,KKR
GD Phillips,Pace,Middle,1,4,40,29,0,,137.93,GT
D Brevis,Spin,Middle,2,8,40,50,2,20.0,80.0,LSG
YK Pathan,Spin,Death,1,4,40,21,4,10.0,190.48,KKR
TH David,Spin,Death,1,7,40,34,4,10.0,117.65,PBKS
AA Kulkarni,Pace,PP,1,2,39,25,1,39.0,156.0,GT
JL Smith,Spin,Middle,2,1,39,22,1,39.0,177.27,
YK Pathan,Pace,Death,2,7,39,34,3,13.0,114.71,KKR
V Nigam,Spin,Death,2,5,39,25,3,13.0,156.0,GT
AB de Villiers,Spin,Death,2,6,39,20,2,19.5,195.0,RR
AD Russell,Spin,Middle,2,5,39,39,2,19.5,100.0,DC
Dhruv Jurel,Spin,PP,1,2,39,29,1,39.0,134.48,KKR
Abdul Samad,Pace,PP,1,3,39,27,1,39.0,144.44,LSG
PP Shaw,Spin,Middle,1,2,39,40,0,,97.5,MI
Babar Azam,Pace,PP,1,3,38,33,1,38.0,115.15,
B Sai Sudharsan,Pace,Death,1,3,38,18,3,12.67,211.11,PBKS
MA Agarwal,Pace,Death,2,3,38,16,3,12.67,237.5,DC
Atharva Taide,Spin,Middle,2,3,38,29,2,19.0,131.03,MI
PP Shaw,Pace,Middle,1,3,38,21,2,19.0,180.95,MI
PD Salt,Spin,Middle,1,5,38,36,1,38.0,105.56,RCB
T Banton,Pace,Middle,1,2,38,23,1,38.0,165.22,MI
Ravi Singh,Pace,Middle,2,3,38,19,0,,200.0,KKR
Dhruv Jurel,Pace,PP,2,3,38,18,1,38.0,211.11,KKR
JC Buttler,Pace,Death,2,4,38,18,2,19.0,211.11,LSG
Kartik Sharma,Pace,PP,2,3,37,19,1,37.0,194.74,SRH
FH Allen,Pace,Death,1,2,37,17,1,37.0,217.65,PBKS
AA Kulkarni,Pace,Death,1,1,37,13,1,37.0,284.62,GT
RA Tripathi,Pace,Death,1,2,37,19,0,,194.74,
PWH de Silva,Spin,Death,2,5,37,15,1,37.0,246.67,RCB
DW Lawrence,Pace,Death,1,3,37,15,2,18.5,246.67,DC
N Sindhu,Spin,Death,2,4,37,13,0,,284.62,DC
R Parag,Spin,PP,2,3,37,21,0,,176.19,GT
RR Rossouw,Spin,Death,1,3,37,17,2,18.5,217.65,SRH
Dhruv Jurel,Spin,Death,2,7,37,30,4,9.25,123.33,KKR
Ishan Kishan,Spin,PP,1,3,37,28,0,,132.14,MI
Sakibul Gani,Pace,Death,1,4,37,26,1,37.0,142.31,RCB
Gaurav Puri,Pace,Death,2,3,37,17,3,12.33,217.65,LSG
BM Duckett,Spin,Middle,1,2,37,22,1,37.0,168.18,SRH
Jaskaran Singh,Pace,Death,1,4,37,25,2,18.5,148.0,KKR
Kartik Sharma,Pace,Death,2,2,36,16,1,36.0,225.0,SRH
H Klaasen,Spin,PP,1,4,36,32,1,36.0,112.5,CSK
Salil Arora,Pace,Middle,2,3,36,26,0,,138.46,RCB
JM Sharma,Spin,PP,2,5,36,24,2,18.0,150.0,RCB
Tilak Varma,Spin,Death,1,5,36,23,2,18.0,156.52,CSK
WL Madsen,Pace,Death,1,4,36,19,1,36.0,189.47,MI
T Stubbs,Pace,Death,2,5,36,14,1,36.0,257.14,CSK
Shadab Khan,Spin,Middle,1,5,36,19,2,18.0,189.47,SRH
D Padikkal,Pace,Death,1,6,36,23,3,12.0,156.52,KKR
Jay Gohil,Spin,Middle,2,4,35,18,2,17.5,194.44,LSG
VR Iyer,Spin,PP,1,3,35,13,1,35.0,269.23,SRH
R Powell,Pace,Middle,2,5,35,40,2,17.5,87.5,LSG
T Stubbs,Spin,Middle,2,3,35,25,2,17.5,140.0,CSK
RD Rickelton,Pace,Middle,2,4,35,25,2,17.5,140.0,LSG
TA Boult,Spin,Death,2,3,35,10,0,,350.0,MI
Karan Shinde,Spin,Middle,2,4,35,22,0,,159.09,RCB
Ishaan Gadekar,Pace,Middle,1,2,35,13,1,35.0,269.23,SRH
Babar Azam,Pace,PP,2,3,35,36,2,17.5,97.22,
Rashid Khan,Spin,Death,2,5,35,28,2,17.5,125.0,MI
Salil Arora,Pace,Death,1,2,35,15,1,35.0,233.33,RCB
C Green,Spin,PP,2,6,35,26,0,,134.62,KKR
JDS Neesham,Pace,Middle,1,3,35,27,0,,129.63,
AM Rahane,Pace,PP,2,4,34,24,2,17.0,141.67,MI
AK Markram,Pace,PP,2,4,34,28,3,11.33,121.43,DC
Anmolpreet Singh,Spin,Middle,1,5,34,21,2,17.0,161.9,CSK
T Stubbs,Spin,Death,2,5,34,22,2,17.0,154.55,CSK
Mohammad Nabi,Spin,Death,2,6,34,20,3,11.33,170.0,LSG
BA Stokes,Pace,Death,1,2,34,19,1,34.0,178.95,RR
Sakibul Gani,Pace,Middle,1,3,34,21,0,,161.9,RCB
RG Sharma,Spin,PP,1,3,34,19,0,,178.95,KKR
Atharva Taide,Pace,PP,1,1,34,17,1,34.0,200.0,MI
Mohammad Ghazanfar,Spin,Death,1,5,34,25,3,11.33,136.0,SRH
Gaurav Puri,Spin,Death,2,6,34,19,5,6.8,178.95,LSG
KD Karthik,Pace,Death,1,1,34,13,1,34.0,261.54,RR
D Brevis,Pace,Death,1,3,34,18,1,34.0,188.89,LSG
V Kohli,Pace,Death,1,3,34,18,1,34.0,188.89,RR
Karan Lal,Pace,Death,2,5,34,23,2,17.0,147.83,RR
VR Iyer,Spin,PP,2,1,34,20,0,,170.0,SRH
MA Agarwal,Pace,Death,1,3,34,9,2,17.0,377.78,DC
MR Marsh,Pace,Death,2,2,34,13,0,,261.54,SRH
BJ McMullen,Pace,Death,2,3,34,20,2,17.0,170.0,RR
Dhruv Jurel,Pace,Middle,2,3,34,33,3,11.33,103.03,KKR
Hassan Nawaz,Pace,PP,1,3,33,18,1,33.0,183.33,RCB
JG Bethell,Pace,Death,2,3,33,15,2,16.5,220.0,RR
D Brevis,Pace,Middle,1,2,33,18,1,33.0,183.33,LSG
LUVNITH SISODIA,Spin,PP,1,1,33,19,0,,173.68,LSG
V Nigam,Pace,Death,1,1,33,9,0,,366.67,GT
Akash Vasisht,Spin,Death,1,4,33,20,2,16.5,165.0,SRH
D Brevis,Spin,Death,2,4,33,21,2,16.5,157.14,LSG
Abdul Samad,Spin,Middle,2,5,33,41,2,16.5,80.49,LSG
V Kohli,Spin,Death,1,2,33,11,1,33.0,300.0,RR
Washington Sundar,Spin,Death,2,6,33,26,2,16.5,126.92,PBKS
RR Rossouw,Spin,PP,1,3,33,22,2,16.5,150.0,SRH
Arshad Khan,Spin,Middle,1,3,33,26,1,33.0,126.92,DC
Tanush Kotian,Pace,Death,1,6,32,16,3,10.67,200.0,CSK
Sakibul Gani,Spin,Middle,2,3,32,16,0,,200.0,RCB
